,smiles,num_rings,aromatic_rings,num_esters,num_amides,molecular_weight,fsp3,carbon_fraction,ionisable_nitrogens,num_nitrogens,longest_tail,num_branches,num_carbons,num_heavy_atoms,num_alkenes,num_alkynes,num_unsaturations,tertiary_ionisable_nitrogens,num_sp3_carbons,tail_branches
14622,NCC(c1ccncc1)N1CCOCC1,1.0,1.0,0.0,0.0,207.27699279785156,0.5454545617103577,0.7333333492279053,2.0,3.0,3.0,2.0,11,15,0,0,0,1,6.0,0.0
14623,CN1CCN(C(CN)c2cccn2C)CC1,1.0,1.0,0.0,0.0,222.33599853515625,0.6666666865348816,0.75,3.0,4.0,3.0,4.0,12,16,0,0,0,2,8.0,0.0
14624,CC(CCN)N(C)Cc1ccccc1,0.0,1.0,0.0,0.0,192.30599975585935,0.5,0.8571428656578064,1.0,2.0,6.0,3.0,12,14,0,0,0,1,6.0,0.0
14625,Cc1cc(N)ccc1C1CCN(C)CC1,1.0,1.0,0.0,0.0,204.31700134277344,0.5384615659713745,0.8666666746139526,1.0,2.0,1.0,3.0,13,15,0,0,0,1,7.0,0.0
14626,CCOC(=O)c1nn(C)c(C)c1N,0.0,1.0,1.0,0.0,183.21099853515625,0.5,0.6153846383094788,2.0,3.0,5.0,4.0,8,13,0,0,0,0,4.0,0.0
14627,Cc1cc(OC2CCN(C)CC2)ccc1N,1.0,1.0,0.0,0.0,220.3159942626953,0.5384615659713745,0.8125,1.0,2.0,1.0,5.0,13,16,0,0,0,1,7.0,0.0
14628,NC1CS(=O)(=O)CC1N1CCCC1,2.0,0.0,0.0,0.0,204.2949981689453,1.0,0.6153846383094788,1.0,2.0,1.0,3.0,8,13,0,0,0,1,8.0,0.0
14629,CCN1CCC(N)C1,1.0,0.0,0.0,0.0,114.19200134277344,1.0,0.75,1.0,2.0,2.0,2.0,6,8,0,0,0,1,6.0,0.0
14630,NC1CCN(C2CC2)C1,2.0,0.0,0.0,0.0,126.2030029296875,1.0,0.7777777910232544,1.0,2.0,1.0,1.0,7,9,0,0,0,1,7.0,0.0
14631,COCCN1CCC(N)C1,1.0,0.0,0.0,0.0,144.21800231933594,1.0,0.699999988079071,1.0,2.0,4.0,2.0,7,10,0,0,0,1,7.0,0.0
14632,NC1CCN(CCCO)C1,1.0,0.0,0.0,0.0,144.21800231933594,1.0,0.699999988079071,1.0,2.0,4.0,2.0,7,10,0,0,0,1,7.0,0.0
14633,NC1CCN(C2CCCC2)C1,2.0,0.0,0.0,0.0,154.2570037841797,1.0,0.8181818127632141,1.0,2.0,1.0,1.0,9,11,0,0,0,1,9.0,0.0
14634,NC1CCN(C2CCCCCC2)C1,2.0,0.0,0.0,0.0,182.31100463867188,1.0,0.8461538553237915,1.0,2.0,1.0,1.0,11,13,0,0,0,1,11.0,0.0
14635,NC1CCN(CCc2ccccc2)C1,1.0,1.0,0.0,0.0,190.2899932861328,0.5,0.8571428656578064,1.0,2.0,2.0,3.0,12,14,0,0,0,1,6.0,0.0
14636,COc1ccccc1N1CCC(N)C1,1.0,1.0,0.0,0.0,192.26199340820312,0.4545454680919647,0.7857142686843872,1.0,2.0,2.0,2.0,11,14,0,0,0,1,5.0,0.0
14637,COc1cccc(N2CCC(N)C2)c1,1.0,1.0,0.0,0.0,192.26199340820312,0.4545454680919647,0.7857142686843872,1.0,2.0,2.0,2.0,11,14,0,0,0,1,5.0,0.0
14638,NC1CCN(CCN2CCOCC2)C1,2.0,0.0,0.0,0.0,199.29800415039065,1.0,0.7142857313156128,2.0,3.0,2.0,3.0,10,14,0,0,0,2,10.0,0.0
14639,NC1CCN(c2ccc3c(c2)OCO3)C1,2.0,1.0,0.0,0.0,206.2449951171875,0.4545454680919647,0.7333333492279053,1.0,2.0,1.0,1.0,11,15,0,0,0,1,5.0,0.0
14640,CCCN1CCC(N)C1,1.0,0.0,0.0,0.0,128.218994140625,1.0,0.7777777910232544,1.0,2.0,3.0,2.0,7,9,0,0,0,1,7.0,0.0
14641,CC(C)(C)N1CCC(N)C1,1.0,0.0,0.0,0.0,142.24600219726562,1.0,0.800000011920929,1.0,2.0,3.0,3.0,8,10,0,0,0,1,8.0,0.0
14642,NC1CCN(c2c(F)cccc2F)C1,1.0,1.0,0.0,0.0,198.21600341796875,0.4000000059604645,0.7142857313156128,1.0,2.0,1.0,3.0,10,14,0,0,0,1,4.0,0.0
14643,NC1CCN(c2ccc(F)cc2F)C1,1.0,1.0,0.0,0.0,198.21600341796875,0.4000000059604645,0.7142857313156128,1.0,2.0,1.0,3.0,10,14,0,0,0,1,4.0,0.0
14644,NC1CC1c1cccnc1,1.0,1.0,0.0,0.0,134.1820068359375,0.375,0.800000011920929,1.0,2.0,1.0,1.0,8,10,0,0,0,0,3.0,0.0
14645,NC1CC1c1ccncc1,1.0,1.0,0.0,0.0,134.1820068359375,0.375,0.800000011920929,1.0,2.0,1.0,1.0,8,10,0,0,0,0,3.0,0.0
14646,NCC1CN2CCCC2CO1,2.0,0.0,0.0,0.0,156.22900390625,1.0,0.7272727489471436,1.0,2.0,2.0,1.0,8,11,0,0,0,1,8.0,0.0
14647,NCC1CNc2ccccc2O1,1.0,1.0,0.0,0.0,164.20799255371094,0.3333333432674408,0.75,1.0,2.0,2.0,1.0,9,12,0,0,0,0,3.0,0.0
14648,NCC1CN2CCCCC2CO1,2.0,0.0,0.0,0.0,170.25599670410156,1.0,0.75,1.0,2.0,2.0,1.0,9,12,0,0,0,1,9.0,0.0
14649,CN(C)c1ccc(C2CC2N)cc1,1.0,1.0,0.0,0.0,176.26300048828125,0.4545454680919647,0.8461538553237915,1.0,2.0,3.0,2.0,11,13,0,0,0,1,5.0,0.0
14650,CCN1CCc2ccc(N)cc2C1,1.0,1.0,0.0,0.0,176.26300048828125,0.4545454680919647,0.8461538553237915,1.0,2.0,2.0,2.0,11,13,0,0,0,1,5.0,0.0
14651,COc1ccccc1NCC(O)CN,0.0,1.0,0.0,0.0,196.25,0.4000000059604645,0.7142857313156128,1.0,2.0,5.0,3.0,10,14,0,0,0,0,4.0,0.0
14652,CCC(C)N(CCN)Cc1ccco1,0.0,1.0,0.0,0.0,196.29400634765625,0.6363636255264282,0.7857142686843872,1.0,2.0,7.0,3.0,11,14,0,0,0,1,7.0,0.0
14653,CCC(C)N(CCN)Cc1cccs1,0.0,1.0,0.0,0.0,212.36199951171875,0.6363636255264282,0.7857142686843872,1.0,2.0,7.0,3.0,11,14,0,0,0,1,7.0,0.0
14654,COc1ccc(N)cc1N1CCN(C)CC1,1.0,1.0,0.0,0.0,221.3040008544922,0.5,0.75,2.0,3.0,2.0,3.0,12,16,0,0,0,2,6.0,0.0
14655,CN(C)CCNC(=O)c1ccc(F)c(N)c1,0.0,1.0,0.0,1.0,225.2669982910156,0.3636363744735718,0.6875,1.0,3.0,7.0,4.0,11,16,0,0,0,1,4.0,0.0
14656,NCC(c1cccc(O)c1)N1CCCC1,1.0,1.0,0.0,0.0,206.28900146484375,0.5,0.800000011920929,1.0,2.0,3.0,3.0,12,15,0,0,0,1,6.0,0.0
14657,NC1CCN(C(=O)C2CCNCC2)CC1,2.0,0.0,0.0,1.0,211.3090057373047,0.9090909361839294,0.7333333492279053,1.0,3.0,2.0,3.0,11,15,0,0,0,0,10.0,0.0
14658,Cc1cc(N)cnc1N1CCCC(C)C1,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14659,Cc1cc(N)cnc1N1CCC(C)CC1,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14660,CCN1CCN(c2ncc(N)cc2C)CC1,1.0,1.0,0.0,0.0,220.32000732421875,0.5833333134651184,0.75,3.0,4.0,2.0,3.0,12,16,0,0,0,2,7.0,0.0
14661,Cc1cc(N)cnc1N1CCCC1,1.0,1.0,0.0,0.0,177.25100708007812,0.5,0.7692307829856873,2.0,3.0,1.0,2.0,10,13,0,0,0,1,5.0,0.0
14662,Cc1cc(N)cnc1N1CCCCC1C,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14663,CCN(CC)c1ncc(N)cc1C,0.0,1.0,0.0,0.0,179.26699829101562,0.5,0.7692307829856873,2.0,3.0,5.0,3.0,10,13,0,0,0,1,5.0,0.0
14664,Cc1cc(N)cnc1N1CCOCC1,1.0,1.0,0.0,0.0,193.25,0.5,0.7142857313156128,2.0,3.0,1.0,2.0,10,14,0,0,0,1,5.0,0.0
14665,Cc1cc(N)cnc1N(C)C,0.0,1.0,0.0,0.0,151.21299743652344,0.375,0.7272727489471436,2.0,3.0,3.0,3.0,8,11,0,0,0,1,3.0,0.0
14666,Cc1cc(N2CCCC(C)C2)ncc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14667,Cc1cc(N2CCC(C)CC2)ncc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14668,CCN1CCN(c2cc(C)c(N)cn2)CC1,1.0,1.0,0.0,0.0,220.32000732421875,0.5833333134651184,0.75,3.0,4.0,2.0,3.0,12,16,0,0,0,2,7.0,0.0
14669,Cc1cc(N2CCCCC2C)ncc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14670,CCN(CC)c1cc(C)c(N)cn1,0.0,1.0,0.0,0.0,179.26699829101562,0.5,0.7692307829856873,2.0,3.0,5.0,3.0,10,13,0,0,0,1,5.0,0.0
14671,Cc1cc(N2CCCCC2)ncc1N,1.0,1.0,0.0,0.0,191.2779998779297,0.5454545617103577,0.7857142686843872,2.0,3.0,1.0,2.0,11,14,0,0,0,1,6.0,0.0
14672,Cc1nc(N2CCCC(C)C2)ccc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14673,Cc1nc(N2CCC(C)CC2)ccc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14674,CCN1CCN(c2ccc(N)c(C)n2)CC1,1.0,1.0,0.0,0.0,220.32000732421875,0.5833333134651184,0.75,3.0,4.0,2.0,3.0,12,16,0,0,0,2,7.0,0.0
14675,Cc1nc(N2CCCCC2C)ccc1N,1.0,1.0,0.0,0.0,205.30499267578125,0.5833333134651184,0.800000011920929,2.0,3.0,1.0,3.0,12,15,0,0,0,1,7.0,0.0
14676,CCN(CC)c1ccc(N)c(C)n1,0.0,1.0,0.0,0.0,179.26699829101562,0.5,0.7692307829856873,2.0,3.0,5.0,3.0,10,13,0,0,0,1,5.0,0.0
14677,Cc1nc(N(C)C)ccc1N,0.0,1.0,0.0,0.0,151.21299743652344,0.375,0.7272727489471436,2.0,3.0,3.0,3.0,8,11,0,0,0,1,3.0,0.0
14678,Cc1nc(N2CCCCC2)ccc1N,1.0,1.0,0.0,0.0,191.2779998779297,0.5454545617103577,0.7857142686843872,2.0,3.0,1.0,2.0,11,14,0,0,0,1,6.0,0.0
14679,CC(C)COc1cnc(CN)cc1O,0.0,1.0,0.0,0.0,196.25,0.5,0.7142857313156128,1.0,2.0,4.0,4.0,10,14,0,0,0,0,5.0,0.0
14680,Nc1ccc(C(O)CCN2CCOCC2)cc1,1.0,1.0,0.0,0.0,236.31500244140625,0.5384615659713745,0.7647058963775635,1.0,2.0,4.0,3.0,13,17,0,0,0,1,7.0,0.0
14681,COc1cc(C(=O)NCCN(C)C)ccc1N,0.0,1.0,0.0,1.0,237.3029937744141,0.4166666567325592,0.7058823704719543,1.0,3.0,7.0,4.0,12,17,0,0,0,1,5.0,0.0
14682,Nc1ccc(CC(=O)N2CCNCC2)cc1,1.0,1.0,0.0,1.0,219.2879943847656,0.4166666567325592,0.75,1.0,3.0,3.0,3.0,12,16,0,0,0,0,5.0,0.0
14683,NCc1ccc(CN2CCNCC2)cc1,1.0,1.0,0.0,0.0,205.30499267578125,0.5,0.800000011920929,2.0,3.0,2.0,3.0,12,15,0,0,0,1,6.0,0.0
14684,Nc1ccc(CN2CCN(CCO)CC2)cc1,1.0,1.0,0.0,0.0,235.33099365234375,0.5384615659713745,0.7647058963775635,2.0,3.0,3.0,4.0,13,17,0,0,0,2,7.0,0.0
14685,CNCCC(N)=S,0.0,0.0,0.0,0.0,118.20500183105467,0.75,0.5714285969734192,1.0,2.0,6.0,1.0,4,7,0,0,0,0,3.0,0.0
14686,CC(C)c1ncc(CN)o1,0.0,1.0,0.0,0.0,140.18600463867188,0.5714285969734192,0.699999988079071,1.0,2.0,3.0,2.0,7,10,0,0,0,0,4.0,0.0
14687,NCC1CC1c1cccnc1,1.0,1.0,0.0,0.0,148.20899963378906,0.4444444477558136,0.8181818127632141,1.0,2.0,2.0,1.0,9,11,0,0,0,0,4.0,0.0
14688,CC(N)CCCc1cccnc1,0.0,1.0,0.0,0.0,164.2519989013672,0.5,0.8333333134651184,1.0,2.0,5.0,2.0,10,12,0,0,0,0,5.0,0.0
14689,Nc1cc(C2CCCCC2)n[nH]1,1.0,1.0,0.0,0.0,165.24000549316406,0.6666666865348816,0.75,2.0,3.0,1.0,1.0,9,12,0,0,0,0,6.0,0.0
14690,CNCCOc1cccc(N)c1,0.0,1.0,0.0,0.0,166.2239990234375,0.3333333432674408,0.75,1.0,2.0,5.0,2.0,9,12,0,0,0,0,3.0,0.0
14691,CN(C)CC(CN)c1ccccc1,0.0,1.0,0.0,0.0,178.2790069580078,0.4545454680919647,0.8461538553237915,1.0,2.0,6.0,2.0,11,13,0,0,0,1,5.0,0.0
14692,CN(C)c1ccc(C(N)CO)cc1,0.0,1.0,0.0,0.0,180.25100708007812,0.4000000059604645,0.7692307829856873,1.0,2.0,4.0,2.0,10,13,0,0,0,1,4.0,0.0
14693,CN1CCOc2ccc(CN)cc21,1.0,1.0,0.0,0.0,178.23500061035156,0.4000000059604645,0.7692307829856873,1.0,2.0,2.0,2.0,10,13,0,0,0,1,4.0,0.0
14694,NCCCNC1CCCC1,1.0,0.0,0.0,0.0,142.24600219726562,1.0,0.800000011920929,1.0,2.0,5.0,1.0,8,10,0,0,0,0,8.0,0.0
14695,CC(CN)c1ccccn1,0.0,1.0,0.0,0.0,136.197998046875,0.375,0.800000011920929,1.0,2.0,4.0,1.0,8,10,0,0,0,0,3.0,0.0
14696,CC(CN)c1cnn(C)c1,0.0,1.0,0.0,0.0,139.20199584960938,0.5714285969734192,0.699999988079071,2.0,3.0,4.0,2.0,7,10,0,0,0,0,4.0,0.0
14697,CCC(C)N(C)CCN,0.0,0.0,0.0,0.0,130.23500061035156,1.0,0.7777777910232544,1.0,2.0,7.0,2.0,7,9,0,0,0,1,7.0,0.0
14698,CCCN(C)C(C)CCN,0.0,0.0,0.0,0.0,144.26199340820312,1.0,0.800000011920929,1.0,2.0,8.0,2.0,8,10,0,0,0,1,8.0,0.0
14699,NC(=O)C(N)c1ccccn1,0.0,1.0,0.0,1.0,151.16900634765625,0.1428571492433548,0.6363636255264282,1.0,3.0,4.0,2.0,7,11,0,0,0,0,1.0,0.0
14700,NC(=O)C(N)c1ccncc1,0.0,1.0,0.0,1.0,151.16900634765625,0.1428571492433548,0.6363636255264282,1.0,3.0,4.0,2.0,7,11,0,0,0,0,1.0,0.0
14701,CN(CCN)CC1CCCO1,1.0,0.0,0.0,0.0,158.2449951171875,1.0,0.7272727489471436,1.0,2.0,5.0,2.0,8,11,0,0,0,1,8.0,0.0
14702,CCN(CC)CC(C)(C)CN,0.0,0.0,0.0,0.0,158.28900146484375,1.0,0.8181818127632141,1.0,2.0,7.0,3.0,9,11,0,0,0,1,9.0,0.0
14703,NC(=O)C(N)c1ccccc1F,0.0,1.0,0.0,1.0,168.17100524902344,0.125,0.6666666865348816,0.0,2.0,4.0,3.0,8,12,0,0,0,0,1.0,0.0
14704,NC(=O)C(N)c1ccc(F)cc1,0.0,1.0,0.0,1.0,168.17100524902344,0.125,0.6666666865348816,0.0,2.0,4.0,3.0,8,12,0,0,0,0,1.0,0.0
14705,CC(C)(CN)CN1CCCCC1,1.0,0.0,0.0,0.0,170.3000030517578,1.0,0.8333333134651184,1.0,2.0,4.0,3.0,10,12,0,0,0,1,10.0,0.0
14706,CN1CC(CN)Oc2ccccc21,1.0,1.0,0.0,0.0,178.23500061035156,0.4000000059604645,0.7692307829856873,1.0,2.0,2.0,2.0,10,13,0,0,0,1,4.0,0.0
14707,CC1CCn2cc(CCN)nc2C1,1.0,1.0,0.0,0.0,179.26699829101562,0.699999988079071,0.7692307829856873,2.0,3.0,3.0,2.0,10,13,0,0,0,0,7.0,0.0
14708,COc1ccccc1C(N)C(N)=O,0.0,1.0,0.0,1.0,180.20700073242188,0.2222222238779068,0.692307710647583,0.0,2.0,4.0,3.0,9,13,0,0,0,0,2.0,0.0
14709,CCN1CCN(CC2(CN)CC2)CC1,2.0,0.0,0.0,0.0,197.3260040283203,1.0,0.7857142686843872,2.0,3.0,2.0,4.0,11,14,0,0,0,2,11.0,0.0
14710,CN1CCOc2cc(CN)ccc21,1.0,1.0,0.0,0.0,178.23500061035156,0.4000000059604645,0.7692307829856873,1.0,2.0,2.0,2.0,10,13,0,0,0,1,4.0,0.0
14711,CN1CCN(C)C(CN)C1,1.0,0.0,0.0,0.0,143.23399353027344,1.0,0.699999988079071,2.0,3.0,2.0,3.0,7,10,0,0,0,2,7.0,0.0
14712,CCCCC(CC)Cn1ccc(N)n1,0.0,1.0,0.0,0.0,195.30999755859375,0.7272727489471436,0.7857142686843872,2.0,3.0,7.0,3.0,11,14,0,0,0,0,8.0,0.0
14713,Nc1ccn(CC2CCCO2)n1,1.0,1.0,0.0,0.0,167.21200561523438,0.625,0.6666666865348816,2.0,3.0,1.0,3.0,8,12,0,0,0,0,5.0,0.0
14714,CCCC(C)n1ccc(N)n1,0.0,1.0,0.0,0.0,153.22900390625,0.625,0.7272727489471436,2.0,3.0,5.0,2.0,8,11,0,0,0,0,5.0,0.0
14715,CCCCCC(C)n1ccc(N)n1,0.0,1.0,0.0,0.0,181.2830047607422,0.699999988079071,0.7692307829856873,2.0,3.0,7.0,2.0,10,13,0,0,0,0,7.0,0.0
14716,CCCCCCC(C)n1ccc(N)n1,0.0,1.0,0.0,0.0,195.30999755859375,0.7272727489471436,0.7857142686843872,2.0,3.0,8.0,2.0,11,14,0,0,0,0,8.0,0.0
14717,CCCCC(CC)Cn1cc(N)cn1,0.0,1.0,0.0,0.0,195.30999755859375,0.7272727489471436,0.7857142686843872,2.0,3.0,7.0,3.0,11,14,0,0,0,0,8.0,0.0
14718,CCCC(C)n1cc(N)cn1,0.0,1.0,0.0,0.0,153.22900390625,0.625,0.7272727489471436,2.0,3.0,5.0,2.0,8,11,0,0,0,0,5.0,0.0
14719,CCCCCC(C)n1cc(N)cn1,0.0,1.0,0.0,0.0,181.2830047607422,0.699999988079071,0.7692307829856873,2.0,3.0,7.0,2.0,10,13,0,0,0,0,7.0,0.0
14720,CCCCCCC(C)n1cc(N)cn1,0.0,1.0,0.0,0.0,195.30999755859375,0.7272727489471436,0.7857142686843872,2.0,3.0,8.0,2.0,11,14,0,0,0,0,8.0,0.0
14721,COC(=O)Cn1nc(N)cc1C,0.0,1.0,1.0,0.0,169.1840057373047,0.4285714328289032,0.5833333134651184,2.0,3.0,4.0,4.0,7,12,0,0,0,0,3.0,0.0
14722,CCOC(=O)C(C)n1nc(N)cc1C,0.0,1.0,1.0,0.0,197.23800659179688,0.5555555820465088,0.6428571343421936,2.0,3.0,6.0,4.0,9,14,0,0,0,0,5.0,0.0
14723,CC(N)C(=O)Nc1cccc(N2CCCC2)c1,1.0,1.0,0.0,1.0,233.31500244140625,0.4615384638309479,0.7647058963775635,1.0,3.0,4.0,3.0,13,17,0,0,0,1,6.0,0.0
14724,CC1CN(C(=O)c2cnn(C)c2N)CC(C)O1,1.0,1.0,0.0,1.0,238.29100036621097,0.6363636255264282,0.6470588445663452,2.0,4.0,2.0,6.0,11,17,0,0,0,0,7.0,0.0
14725,NC1CCCC2CN(Cc3ccccc3)CC12,2.0,1.0,0.0,0.0,230.35499572753903,0.6000000238418579,0.8823529481887817,1.0,2.0,1.0,3.0,15,17,0,0,0,1,9.0,0.0
14726,CCOC(=O)C1CCCN(CCCN)C1,1.0,0.0,1.0,0.0,214.3090057373047,0.9090909361839294,0.7333333492279053,1.0,2.0,5.0,2.0,11,15,0,0,0,1,10.0,0.0
14727,CCOC(=O)C1CCCN(CCN)C1,1.0,0.0,1.0,0.0,200.2819976806641,0.8999999761581421,0.7142857313156128,1.0,2.0,5.0,2.0,10,14,0,0,0,1,9.0,0.0
14728,COc1cc(N2CC(C)OC(C)C2)ccc1N,1.0,1.0,0.0,0.0,236.31500244140625,0.5384615659713745,0.7647058963775635,1.0,2.0,2.0,4.0,13,17,0,0,0,1,7.0,0.0
14729,CN1CCCC(N)CC1,1.0,0.0,0.0,0.0,128.218994140625,1.0,0.7777777910232544,1.0,2.0,1.0,2.0,7,9,0,0,0,1,7.0,0.0
14730,CC1CN(c2ccc(N)cc2F)CC(C)O1,1.0,1.0,0.0,0.0,224.2790069580078,0.5,0.75,1.0,2.0,1.0,4.0,12,16,0,0,0,1,6.0,0.0
14731,Cc1c(C(F)(F)F)n[nH]c1N,0.0,1.0,0.0,0.0,165.1179962158203,0.4000000059604645,0.4545454680919647,2.0,3.0,3.0,4.0,5,11,0,0,0,0,2.0,0.0
14732,CC(C)NC(=O)c1cn[nH]c1N,0.0,1.0,0.0,1.0,168.1999969482422,0.4285714328289032,0.5833333134651184,2.0,4.0,5.0,3.0,7,12,0,0,0,0,3.0,0.0
14733,NC1CCCN(c2ncccn2)C1,1.0,1.0,0.0,0.0,178.23899841308594,0.5555555820465088,0.692307710647583,3.0,4.0,1.0,1.0,9,13,0,0,0,1,5.0,0.0
14734,NC1CCCc2c1cnn2CCO,1.0,1.0,0.0,0.0,181.2389984130859,0.6666666865348816,0.692307710647583,2.0,3.0,3.0,2.0,9,13,0,0,0,0,6.0,0.0
14735,CC1CN(c2ncccc2N)CCN1,1.0,1.0,0.0,0.0,192.26600646972656,0.5,0.7142857313156128,3.0,4.0,1.0,2.0,10,14,0,0,0,1,5.0,0.0
14736,CN1C2CCCC1CC(N)C2,2.0,0.0,0.0,0.0,154.2570037841797,1.0,0.8181818127632141,1.0,2.0,1.0,2.0,9,11,0,0,0,1,9.0,0.0
14737,NCCCN1CCOC(c2ccccc2)C1,1.0,1.0,0.0,0.0,220.3159942626953,0.5384615659713745,0.8125,1.0,2.0,4.0,1.0,13,16,0,0,0,1,7.0,0.0
14738,CCC(N)C(N)=O,0.0,0.0,0.0,1.0,102.13700103759766,0.75,0.5714285969734192,0.0,2.0,5.0,2.0,4,7,0,0,0,0,3.0,0.0
14739,COC(=O)C(N)CC(N)=O,0.0,0.0,1.0,1.0,146.14599609375,0.6000000238418579,0.5,0.0,2.0,7.0,3.0,5,10,0,0,0,0,3.0,0.0
14740,COC(=O)CCc1nc(N)n[nH]1,0.0,1.0,1.0,0.0,170.1719970703125,0.5,0.5,3.0,4.0,5.0,3.0,6,12,0,0,0,0,3.0,0.0
14741,NC(=O)CCc1nc(N)n[nH]1,0.0,1.0,0.0,1.0,155.16099548339844,0.4000000059604645,0.4545454680919647,3.0,5.0,4.0,3.0,5,11,0,0,0,0,2.0,0.0
14742,Nc1n[nH]c(CCCO)n1,0.0,1.0,0.0,0.0,142.16200256347656,0.6000000238418579,0.5,3.0,4.0,4.0,2.0,5,10,0,0,0,0,3.0,0.0
14743,CC1CC(=O)Nc2ccc(N)cc2N1C,1.0,1.0,0.0,1.0,205.2610015869141,0.3636363744735718,0.7333333492279053,1.0,3.0,1.0,4.0,11,15,0,0,0,1,4.0,0.0
14744,Nc1cc(O)nn1C1CCCCCC1,1.0,1.0,0.0,0.0,195.26600646972656,0.699999988079071,0.7142857313156128,2.0,3.0,1.0,2.0,10,14,0,0,0,0,7.0,0.0
14745,CCCn1ccnc(N)c1=O,0.0,1.0,0.0,0.0,153.18499755859375,0.4285714328289032,0.6363636255264282,1.0,3.0,3.0,3.0,7,11,0,0,0,0,3.0,0.0
14746,COCc1cc(C(C)(C)C)nc(N)n1,0.0,1.0,0.0,0.0,195.26600646972656,0.6000000238418579,0.7142857313156128,2.0,3.0,3.0,4.0,10,14,0,0,0,0,6.0,0.0
14747,COc1ccc(CN2CCC(N)C2)cn1,1.0,1.0,0.0,0.0,207.27699279785156,0.5454545617103577,0.7333333492279053,2.0,3.0,2.0,4.0,11,15,0,0,0,1,6.0,0.0
14748,CCCOc1ccc(CN2CCC(N)C2)cn1,1.0,1.0,0.0,0.0,235.33099365234375,0.6153846383094788,0.7647058963775635,2.0,3.0,4.0,4.0,13,17,0,0,0,1,8.0,0.0
14749,CCCOc1nccnc1N1CCC(N)C1,1.0,1.0,0.0,0.0,222.29200744628903,0.6363636255264282,0.6875,3.0,4.0,4.0,2.0,11,16,0,0,0,1,7.0,0.0
14750,CN(C)c1cc(N2CCCC(N)C2)ncn1,1.0,1.0,0.0,0.0,221.30799865722656,0.6363636255264282,0.6875,4.0,5.0,3.0,2.0,11,16,0,0,0,2,7.0,0.0
14751,NC(=O)C(N)CCc1ccccc1,0.0,1.0,0.0,1.0,178.23500061035156,0.3000000119209289,0.7692307829856873,0.0,2.0,5.0,3.0,10,13,0,0,0,0,3.0,0.0
14752,Nc1nnc(C2CCOCC2)[nH]1,1.0,1.0,0.0,0.0,168.1999969482422,0.7142857313156128,0.5833333134651184,3.0,4.0,1.0,1.0,7,12,0,0,0,0,5.0,0.0
14753,Nc1cc(C2CCOCC2)n[nH]1,1.0,1.0,0.0,0.0,167.21200561523438,0.625,0.6666666865348816,2.0,3.0,1.0,1.0,8,12,0,0,0,0,5.0,0.0
14754,Cc1c(C2CCOCC2)n[nH]c1N,1.0,1.0,0.0,0.0,181.2389984130859,0.6666666865348816,0.692307710647583,2.0,3.0,1.0,2.0,9,13,0,0,0,0,6.0,0.0
14755,CCOC(=O)Cn1ncc(N)c1C,0.0,1.0,1.0,0.0,183.21099853515625,0.5,0.6153846383094788,2.0,3.0,5.0,4.0,8,13,0,0,0,0,4.0,0.0
14756,CCn1c(CN)nnc1SC,0.0,1.0,0.0,0.0,172.2570037841797,0.6666666865348816,0.5454545617103577,1.0,4.0,2.0,3.0,6,11,0,0,0,0,4.0,0.0
14757,Nc1ccn(CCN2C(=O)CCC2=O)n1,1.0,1.0,0.0,2.0,208.2209930419922,0.4444444477558136,0.6000000238418579,2.0,4.0,2.0,5.0,9,15,0,0,0,0,4.0,0.0
14758,Cc1cnc(C(C)N)nc1,0.0,1.0,0.0,0.0,137.18600463867188,0.4285714328289032,0.699999988079071,2.0,3.0,3.0,2.0,7,10,0,0,0,0,3.0,0.0
14759,NCCCc1ncccn1,0.0,1.0,0.0,0.0,137.18600463867188,0.4285714328289032,0.699999988079071,2.0,3.0,4.0,1.0,7,10,0,0,0,0,3.0,0.0
14760,CCC(C)(N)c1nc(COC)cc(=O)[nH]1,0.0,1.0,0.0,0.0,211.26499938964844,0.6000000238418579,0.6666666865348816,1.0,3.0,4.0,4.0,10,15,0,0,0,0,6.0,0.0
14761,CCC(C)(N)c1ncccn1,0.0,1.0,0.0,0.0,151.21299743652344,0.5,0.7272727489471436,2.0,3.0,4.0,2.0,8,11,0,0,0,0,4.0,0.0
