,smiles,num_rings,aromatic_rings,num_esters,num_amides,molecular_weight,fsp3,carbon_fraction,ionisable_nitrogens,num_nitrogens,longest_tail,num_branches,num_carbons,num_heavy_atoms,num_alkenes,num_alkynes,num_unsaturations,tertiary_ionisable_nitrogens,num_sp3_carbons,tail_branches
0,NC(=O)CN1CCC(N)CC1,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,3.0,3.0,7,11,0,0,0,1,6.0,0.0
1,NCc1cc(=O)[nH]c(O)n1,0.0,1.0,0.0,0.0,141.1300048828125,0.2000000029802322,0.5,1.0,3.0,2.0,3.0,5,10,0,0,0,0,1.0,0.0
2,Cn1nc(CN)cc1C(N)=O,0.0,1.0,0.0,1.0,154.17300415039062,0.3333333432674408,0.5454545617103577,2.0,4.0,3.0,3.0,6,11,0,0,0,0,2.0,0.0
3,CNCCNCCN,0.0,0.0,0.0,0.0,117.1959991455078,1.0,0.625,2.0,3.0,8.0,0.0,5,8,0,0,0,0,5.0,0.0
4,NC(=O)C1(N)CC(CO)C1,1.0,0.0,0.0,1.0,144.1739959716797,0.8333333134651184,0.6000000238418579,0.0,2.0,3.0,3.0,6,10,0,0,0,0,5.0,0.0
5,NCCn1nc(O)ccc1=O,0.0,1.0,0.0,0.0,155.15699768066406,0.3333333432674408,0.5454545617103577,1.0,3.0,3.0,3.0,6,11,0,0,0,0,2.0,0.0
6,NCCOCC(N)=O,0.0,0.0,0.0,1.0,118.13600158691406,0.75,0.5,0.0,2.0,7.0,1.0,4,8,0,0,0,0,3.0,0.0
7,CN(C)c1c(N)n(C)c(=O)[nH]c1=O,0.0,1.0,0.0,0.0,184.19900512695312,0.4285714328289032,0.5384615659713745,1.0,4.0,3.0,5.0,7,13,0,0,0,1,3.0,0.0
8,COC(=O)Cn1cc(CCN)nn1,0.0,1.0,1.0,0.0,184.19900512695312,0.5714285969734192,0.5384615659713745,3.0,4.0,4.0,3.0,7,13,0,0,0,0,4.0,0.0
9,NC(=O)C1(N)CCOCC1,1.0,0.0,0.0,1.0,144.1739959716797,0.8333333134651184,0.6000000238418579,0.0,2.0,3.0,2.0,6,10,0,0,0,0,5.0,0.0
10,Nc1nc(N2CCNCC2)cc(=O)[nH]1,1.0,1.0,0.0,0.0,195.2259979248047,0.5,0.5714285969734192,3.0,5.0,1.0,2.0,8,14,0,0,0,1,4.0,0.0
11,CCOCn1nnc(C(N)=O)c1N,0.0,1.0,0.0,1.0,185.18699645996097,0.5,0.4615384638309479,3.0,5.0,4.0,3.0,6,13,0,0,0,0,3.0,0.0
12,NCCCC(=O)NC(N)=O,0.0,0.0,0.0,3.0,145.16200256347656,0.6000000238418579,0.5,0.0,3.0,8.0,2.0,5,10,0,0,0,0,3.0,0.0
13,CNC(=O)c1noc(CN)n1,0.0,1.0,0.0,1.0,156.14500427246094,0.4000000059604645,0.4545454680919647,2.0,4.0,4.0,2.0,5,11,0,0,0,0,2.0,0.0
14,CN(CCN)CC(=O)N(C)C,0.0,0.0,0.0,1.0,159.23300170898438,0.8571428656578064,0.6363636255264282,1.0,3.0,8.0,3.0,7,11,0,0,0,1,6.0,0.0
15,CN(CCN)CCOCCO,0.0,0.0,0.0,0.0,162.23300170898438,1.0,0.6363636255264282,1.0,2.0,10.0,1.0,7,11,0,0,0,1,7.0,0.0
16,NC(=O)CC1(N)CCNCC1,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,3.0,3.0,7,11,0,0,0,0,6.0,0.0
17,NCc1nnc2n1CCNC2=O,1.0,1.0,0.0,1.0,167.1719970703125,0.5,0.5,3.0,5.0,2.0,2.0,6,12,0,0,0,0,3.0,0.0
18,Cc1nnn(CCN)n1,0.0,1.0,0.0,0.0,127.1510009765625,0.75,0.4444444477558136,4.0,5.0,3.0,2.0,4,9,0,0,0,0,3.0,0.0
19,NCc1nc(CO)n[nH]1,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,3.0,4.0,2.0,2.0,4,9,0,0,0,0,2.0,0.0
20,NCCc1nnc2n1CCNCC2,1.0,1.0,0.0,0.0,181.2429962158203,0.75,0.6153846383094788,4.0,5.0,3.0,1.0,8,13,0,0,0,0,6.0,0.0
21,Nc1cc(C(=O)NCCO)[nH]n1,0.0,1.0,0.0,1.0,170.1719970703125,0.3333333432674408,0.5,2.0,4.0,6.0,2.0,6,12,0,0,0,0,2.0,0.0
22,NC1CN(CCO)C1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,3.0,2.0,5,8,0,0,0,1,5.0,0.0
23,NC(=O)C1(N)CCNCC1,1.0,0.0,0.0,1.0,143.19000244140625,0.8333333134651184,0.6000000238418579,1.0,3.0,3.0,2.0,6,10,0,0,0,0,5.0,0.0
24,NCc1nc(=O)cc(O)[nH]1,0.0,1.0,0.0,0.0,141.1300048828125,0.2000000029802322,0.5,1.0,3.0,2.0,3.0,5,10,0,0,0,0,1.0,0.0
25,NCC(=O)N1CCC(C(N)=O)CC1,1.0,0.0,0.0,2.0,185.2270050048828,0.75,0.6153846383094788,0.0,3.0,4.0,2.0,8,13,0,0,0,0,6.0,0.0
26,NCCN(CCO)CCO,0.0,0.0,0.0,0.0,148.20599365234375,1.0,0.6000000238418579,1.0,2.0,7.0,1.0,6,10,0,0,0,1,6.0,0.0
27,Nc1nc2c(c(=O)[nH]1)CCNC2,1.0,1.0,0.0,0.0,166.1840057373047,0.4285714328289032,0.5833333134651184,2.0,4.0,1.0,2.0,7,12,0,0,0,0,3.0,0.0
28,NCCN1CCS(=O)(=O)CC1,1.0,0.0,0.0,0.0,178.2570037841797,1.0,0.5454545617103577,1.0,2.0,3.0,3.0,6,11,0,0,0,1,6.0,0.0
29,CN1CCN(C(=O)CN)CC1,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,4.0,2.0,7,11,0,0,0,1,6.0,0.0
30,NCCc1n[nH]c(=O)[nH]1,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,1.0,4.0,3.0,2.0,4,9,0,0,0,0,2.0,0.0
31,Nc1nc2n(n1)CCNC2,1.0,1.0,0.0,0.0,139.16200256347656,0.6000000238418579,0.5,4.0,5.0,1.0,1.0,5,10,0,0,0,0,3.0,0.0
32,Cc1noc(CNC(=O)CN)n1,0.0,1.0,0.0,1.0,170.1719970703125,0.5,0.5,2.0,4.0,5.0,3.0,6,12,0,0,0,0,3.0,0.0
33,Nc1nc2c(c(=O)[nH]1)CNC2,1.0,1.0,0.0,0.0,152.15699768066406,0.3333333432674408,0.5454545617103577,2.0,4.0,1.0,2.0,6,11,0,0,0,0,2.0,0.0
34,NCCNCCOCCO,0.0,0.0,0.0,0.0,148.20599365234375,1.0,0.6000000238418579,1.0,2.0,10.0,0.0,6,10,0,0,0,0,6.0,0.0
35,Nc1cnn(CC(=O)NCCO)c1,0.0,1.0,0.0,1.0,184.19900512695312,0.4285714328289032,0.5384615659713745,2.0,4.0,6.0,3.0,7,13,0,0,0,0,3.0,0.0
36,Nc1nc(C(=O)N2CCOCC2)n[nH]1,1.0,1.0,0.0,1.0,197.197998046875,0.5714285969734192,0.5,3.0,5.0,2.0,3.0,7,14,0,0,0,0,4.0,0.0
37,NCCC(N)=O,0.0,0.0,0.0,1.0,88.11000061035156,0.6666666865348816,0.5,0.0,2.0,5.0,1.0,3,6,0,0,0,0,2.0,0.0
38,NC(=O)Cn1ccc(N)n1,0.0,1.0,0.0,1.0,140.14599609375,0.2000000029802322,0.5,2.0,4.0,3.0,3.0,5,10,0,0,0,0,1.0,0.0
39,Nc1ncn(CCO)n1,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,3.0,4.0,3.0,2.0,4,9,0,0,0,0,2.0,0.0
40,NCCCc1nc(=O)[nH][nH]1,0.0,1.0,0.0,0.0,142.16200256347656,0.6000000238418579,0.5,1.0,4.0,4.0,2.0,5,10,0,0,0,0,3.0,0.0
41,NCCCN1CCN(CCO)CC1,1.0,0.0,0.0,0.0,187.28700256347656,1.0,0.692307710647583,2.0,3.0,4.0,2.0,9,13,0,0,0,2,9.0,0.0
42,NCCN1CC(O)C1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,3.0,2.0,5,8,0,0,0,1,5.0,0.0
43,NCCn1cc(CO)nn1,0.0,1.0,0.0,0.0,142.16200256347656,0.6000000238418579,0.5,3.0,4.0,3.0,2.0,5,10,0,0,0,0,3.0,0.0
44,NCCC(=O)N1CCNCC1,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,5.0,1.0,7,11,0,0,0,0,6.0,0.0
45,NCCNCCNCCO,0.0,0.0,0.0,0.0,147.2220001220703,1.0,0.6000000238418579,2.0,3.0,10.0,0.0,6,10,0,0,0,0,6.0,0.0
46,NCCC1(O)CNC1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,3.0,2.0,5,8,0,0,0,0,5.0,0.0
47,NCC(=O)NCC(=O)NCC(N)=O,0.0,0.0,0.0,3.0,188.18699645996097,0.5,0.4615384638309479,0.0,4.0,10.0,3.0,6,13,0,0,0,0,3.0,0.0
48,CN(C)C(=O)Cn1cnc(N)n1,0.0,1.0,0.0,1.0,169.18800354003906,0.5,0.5,3.0,5.0,4.0,4.0,6,12,0,0,0,0,3.0,0.0
49,Nc1nc(CO)cc(=O)[nH]1,0.0,1.0,0.0,0.0,141.1300048828125,0.2000000029802322,0.5,1.0,3.0,2.0,3.0,5,10,0,0,0,0,1.0,0.0
50,COC(=O)Cc1nc(CN)n[nH]1,0.0,1.0,1.0,0.0,170.1719970703125,0.5,0.5,3.0,4.0,4.0,3.0,6,12,0,0,0,0,3.0,0.0
51,NC(=O)c1cnn(CCO)c1N,0.0,1.0,0.0,1.0,170.1719970703125,0.3333333432674408,0.5,2.0,4.0,3.0,3.0,6,12,0,0,0,0,2.0,0.0
52,COC1(CN)CNC1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,2.0,2.0,5,8,0,0,0,0,5.0,0.0
53,NC(=O)N1CC(N)C1,1.0,0.0,0.0,2.0,115.13600158691406,0.75,0.5,0.0,3.0,3.0,2.0,4,8,0,0,0,0,3.0,0.0
54,NC1CNCCNC1,1.0,0.0,0.0,0.0,115.18000030517578,1.0,0.625,2.0,3.0,1.0,1.0,5,8,0,0,0,0,5.0,0.0
55,NCCN1CCNCC1,1.0,0.0,0.0,0.0,129.20700073242188,1.0,0.6666666865348816,2.0,3.0,3.0,1.0,6,9,0,0,0,1,6.0,0.0
56,NC(=O)C1(N)CC1,1.0,0.0,0.0,1.0,100.12100219726562,0.75,0.5714285969734192,0.0,2.0,3.0,2.0,4,7,0,0,0,0,3.0,0.0
57,COC(=O)C(NCCN)C(=O)OC,0.0,0.0,2.0,0.0,190.19900512695312,0.7142857313156128,0.5384615659713745,1.0,2.0,8.0,3.0,7,13,0,0,0,0,5.0,0.0
58,NC(=O)C1(N)CCS(=O)(=O)CC1,1.0,0.0,0.0,1.0,192.2400054931641,0.8333333134651184,0.5,0.0,2.0,3.0,4.0,6,12,0,0,0,0,5.0,0.0
59,NCCN(CCO)CCCO,0.0,0.0,0.0,0.0,162.23300170898438,1.0,0.6363636255264282,1.0,2.0,8.0,1.0,7,11,0,0,0,1,7.0,0.0
60,NCCCN1CCNC(=O)C1,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,4.0,2.0,7,11,0,0,0,1,6.0,0.0
61,Cn1nnnc1CCN,0.0,1.0,0.0,0.0,127.1510009765625,0.75,0.4444444477558136,4.0,5.0,3.0,2.0,4,9,0,0,0,0,3.0,0.0
62,NCCNCCN1CCOCC1,1.0,0.0,0.0,0.0,173.25999450683594,1.0,0.6666666865348816,2.0,3.0,6.0,1.0,8,12,0,0,0,1,8.0,0.0
63,NC(=O)Cn1cc(N)cn1,0.0,1.0,0.0,1.0,140.14599609375,0.2000000029802322,0.5,2.0,4.0,3.0,3.0,5,10,0,0,0,0,1.0,0.0
64,NCc1nc(CC(N)=O)no1,0.0,1.0,0.0,1.0,156.14500427246094,0.4000000059604645,0.4545454680919647,2.0,4.0,3.0,3.0,5,11,0,0,0,0,2.0,0.0
65,NCCc1nc(O)cc(=O)[nH]1,0.0,1.0,0.0,0.0,155.15699768066406,0.3333333432674408,0.5454545617103577,1.0,3.0,3.0,3.0,6,11,0,0,0,0,2.0,0.0
66,COC(=O)Cn1cnc(CN)n1,0.0,1.0,1.0,0.0,170.1719970703125,0.5,0.5,3.0,4.0,4.0,3.0,6,12,0,0,0,0,3.0,0.0
67,NCC(=O)N1CCN(CCO)CC1,1.0,0.0,0.0,1.0,187.2429962158203,0.875,0.6153846383094788,1.0,3.0,4.0,2.0,8,13,0,0,0,1,7.0,0.0
68,CCn1nnc(C(N)=O)c1N,0.0,1.0,0.0,1.0,155.16099548339844,0.4000000059604645,0.4545454680919647,3.0,5.0,3.0,3.0,5,11,0,0,0,0,2.0,0.0
69,CN1CCn2c(CCN)nnc2C1=O,1.0,1.0,0.0,1.0,195.2259979248047,0.625,0.5714285969734192,3.0,5.0,3.0,3.0,8,14,0,0,0,0,5.0,0.0
70,CNC(=O)c1cn(CCN)nn1,0.0,1.0,0.0,1.0,169.18800354003906,0.5,0.5,3.0,5.0,4.0,2.0,6,12,0,0,0,0,3.0,0.0
71,NCCN1CCN(CCO)CC1,1.0,0.0,0.0,0.0,173.25999450683594,1.0,0.6666666865348816,2.0,3.0,3.0,2.0,8,12,0,0,0,2,8.0,0.0
72,NC(=O)CC1(N)COC1,1.0,0.0,0.0,1.0,130.14700317382812,0.800000011920929,0.5555555820465088,0.0,2.0,3.0,3.0,5,9,0,0,0,0,4.0,0.0
73,CNC(=O)Cn1cnc(N)n1,0.0,1.0,0.0,1.0,155.16099548339844,0.4000000059604645,0.4545454680919647,3.0,5.0,4.0,3.0,5,11,0,0,0,0,2.0,0.0
74,Nc1nnc(CN2CCNCC2)[nH]1,1.0,1.0,0.0,0.0,182.2310028076172,0.7142857313156128,0.5384615659713745,5.0,6.0,1.0,3.0,7,13,0,0,0,1,5.0,0.0
75,NCC(=O)NCCC(N)=O,0.0,0.0,0.0,2.0,145.16200256347656,0.6000000238418579,0.5,0.0,3.0,8.0,2.0,5,10,0,0,0,0,3.0,0.0
76,NCC(=O)N1CCNCC1,1.0,0.0,0.0,1.0,143.19000244140625,0.8333333134651184,0.6000000238418579,1.0,3.0,4.0,1.0,6,10,0,0,0,0,5.0,0.0
77,NCCNC(CO)(CO)CO,0.0,0.0,0.0,0.0,164.2050018310547,1.0,0.5454545617103577,1.0,2.0,7.0,2.0,6,11,0,0,0,0,6.0,0.0
78,CN1CCn2c(CN)nnc2C1=O,1.0,1.0,0.0,1.0,181.19900512695312,0.5714285969734192,0.5384615659713745,3.0,5.0,2.0,3.0,7,13,0,0,0,0,4.0,0.0
79,NC(=O)C1(N)CNC1,1.0,0.0,0.0,1.0,115.13600158691406,0.75,0.5,1.0,3.0,3.0,2.0,4,8,0,0,0,0,3.0,0.0
80,Cn1nc(N)c(=O)n(C)c1=O,0.0,1.0,0.0,0.0,156.14500427246094,0.4000000059604645,0.4545454680919647,1.0,4.0,1.0,5.0,5,11,0,0,0,0,2.0,0.0
81,NC1CN(CC(=O)NC2CC2)C1,2.0,0.0,0.0,1.0,169.22799682617188,0.875,0.6666666865348816,1.0,3.0,3.0,4.0,8,12,0,0,0,1,7.0,0.0
82,Nc1ncc(CCO)c(=O)[nH]1,0.0,1.0,0.0,0.0,155.15699768066406,0.3333333432674408,0.5454545617103577,1.0,3.0,3.0,3.0,6,11,0,0,0,0,2.0,0.0
83,NCCN1CCNC(=O)C1,1.0,0.0,0.0,1.0,143.19000244140625,0.8333333134651184,0.6000000238418579,1.0,3.0,3.0,2.0,6,10,0,0,0,1,5.0,0.0
84,Cn1c(CCN)noc1=O,0.0,1.0,0.0,0.0,143.14599609375,0.6000000238418579,0.5,1.0,3.0,3.0,3.0,5,10,0,0,0,0,3.0,0.0
85,NC(=O)CNC(=O)c1n[nH]cc1N,0.0,1.0,0.0,2.0,183.17100524902344,0.1666666716337204,0.4615384638309479,2.0,5.0,6.0,3.0,6,13,0,0,0,0,1.0,0.0
86,NCCN1CCNCC1=O,1.0,0.0,0.0,1.0,143.19000244140625,0.8333333134651184,0.6000000238418579,1.0,3.0,3.0,2.0,6,10,0,0,0,0,5.0,0.0
87,NCCNCCO,0.0,0.0,0.0,0.0,104.15299987792967,1.0,0.5714285969734192,1.0,2.0,7.0,0.0,4,7,0,0,0,0,4.0,0.0
88,NCC(=O)NCCN1CCOCC1,1.0,0.0,0.0,1.0,187.2429962158203,0.875,0.6153846383094788,1.0,3.0,6.0,2.0,8,13,0,0,0,1,7.0,0.0
89,Cn1nc(N)n(C)c1=O,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,1.0,4.0,1.0,4.0,4,9,0,0,0,0,2.0,0.0
90,NCCc1nc(CC(N)=O)no1,0.0,1.0,0.0,1.0,170.1719970703125,0.5,0.5,2.0,4.0,3.0,3.0,6,12,0,0,0,0,3.0,0.0
91,NCC1CN(C(N)=O)C1,1.0,0.0,0.0,2.0,129.16299438476562,0.800000011920929,0.5555555820465088,0.0,3.0,3.0,2.0,5,9,0,0,0,0,4.0,0.0
92,NC(=O)c1nc(N)nc2c1CNCC2,1.0,1.0,0.0,1.0,193.2100067138672,0.375,0.5714285969734192,3.0,5.0,3.0,2.0,8,14,0,0,0,0,3.0,0.0
93,Cc1noc(CCNC(=O)CN)n1,0.0,1.0,0.0,1.0,184.19900512695312,0.5714285969734192,0.5384615659713745,2.0,4.0,6.0,3.0,7,13,0,0,0,0,4.0,0.0
94,NC/C=C/C(N)=O,0.0,0.0,0.0,1.0,100.12100219726562,0.25,0.5714285969734192,0.0,2.0,6.0,1.0,4,7,1,0,1,0,1.0,0.0
95,NCC(=O)N1CCN(C(N)=O)CC1,1.0,0.0,0.0,3.0,186.21499633789065,0.7142857313156128,0.5384615659713745,0.0,4.0,4.0,2.0,7,13,0,0,0,0,5.0,0.0
96,COC(=O)Cn1cc(CN)nn1,0.0,1.0,1.0,0.0,170.1719970703125,0.5,0.5,3.0,4.0,4.0,3.0,6,12,0,0,0,0,3.0,0.0
97,Cn1c(CN)n[nH]c1=O,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,1.0,4.0,2.0,3.0,4,9,0,0,0,0,2.0,0.0
98,Cn1c(CCN)n[nH]c1=O,0.0,1.0,0.0,0.0,142.16200256347656,0.6000000238418579,0.5,1.0,4.0,3.0,3.0,5,10,0,0,0,0,3.0,0.0
99,NCCNCCCO,0.0,0.0,0.0,0.0,118.18000030517578,1.0,0.625,1.0,2.0,8.0,0.0,5,8,0,0,0,0,5.0,0.0
100,NC(=O)C1(N)COC1,1.0,0.0,0.0,1.0,116.12000274658205,0.75,0.5,0.0,2.0,3.0,2.0,4,8,0,0,0,0,3.0,0.0
101,Cc1nnnn1CCN,0.0,1.0,0.0,0.0,127.1510009765625,0.75,0.4444444477558136,4.0,5.0,3.0,2.0,4,9,0,0,0,0,3.0,0.0
102,NCCNC(=O)c1nc[nH]n1,0.0,1.0,0.0,1.0,155.16099548339844,0.4000000059604645,0.4545454680919647,3.0,5.0,6.0,1.0,5,11,0,0,0,0,2.0,0.0
103,COC(=O)C1(N)CNC1,1.0,0.0,1.0,0.0,130.14700317382812,0.800000011920929,0.5555555820465088,1.0,2.0,4.0,2.0,5,9,0,0,0,0,4.0,0.0
104,CNc1c(N)c(=O)n(C)c(=O)n1C,0.0,1.0,0.0,0.0,184.19900512695312,0.4285714328289032,0.5384615659713745,1.0,4.0,2.0,6.0,7,13,0,0,0,0,3.0,0.0
105,NCCCn1cn[nH]c1=O,0.0,1.0,0.0,0.0,142.16200256347656,0.6000000238418579,0.5,1.0,4.0,4.0,2.0,5,10,0,0,0,0,3.0,0.0
106,Cn1nc(CN)nc1O,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,3.0,4.0,2.0,3.0,4,9,0,0,0,0,2.0,0.0
107,NCCCN(CCO)CCO,0.0,0.0,0.0,0.0,162.23300170898438,1.0,0.6363636255264282,1.0,2.0,8.0,1.0,7,11,0,0,0,1,7.0,0.0
108,CN(C)c1c(N)c(=O)c1=O,0.0,1.0,0.0,0.0,140.14199829101562,0.3333333432674408,0.6000000238418579,1.0,2.0,3.0,4.0,6,10,0,0,0,1,2.0,0.0
109,CN(CCN)CCO,0.0,0.0,0.0,0.0,118.18000030517578,1.0,0.625,1.0,2.0,7.0,1.0,5,8,0,0,0,1,5.0,0.0
110,NCCc1nnc2n1CCNC2=O,1.0,1.0,0.0,1.0,181.19900512695312,0.5714285969734192,0.5384615659713745,3.0,5.0,3.0,2.0,7,13,0,0,0,0,4.0,0.0
111,NCCCNCCO,0.0,0.0,0.0,0.0,118.18000030517578,1.0,0.625,1.0,2.0,8.0,0.0,5,8,0,0,0,0,5.0,0.0
112,CN(CCN)CCS(C)(=O)=O,0.0,0.0,0.0,0.0,180.2729949951172,1.0,0.5454545617103577,1.0,2.0,8.0,3.0,6,11,0,0,0,1,6.0,0.0
113,NC1CNC1,1.0,0.0,0.0,0.0,72.11100006103516,1.0,0.6000000238418579,1.0,2.0,1.0,1.0,3,5,0,0,0,0,3.0,0.0
114,CNC(=O)c1nc(CN)no1,0.0,1.0,0.0,1.0,156.14500427246094,0.4000000059604645,0.4545454680919647,2.0,4.0,4.0,2.0,5,11,0,0,0,0,2.0,0.0
115,CNC(=O)n1cnc(C(N)=O)c1N,0.0,1.0,0.0,2.0,183.17100524902344,0.1666666716337204,0.4615384638309479,1.0,5.0,4.0,3.0,6,13,0,0,0,0,1.0,0.0
116,NCCC(=O)NC(N)=O,0.0,0.0,0.0,3.0,131.13499450683594,0.5,0.4444444477558136,0.0,3.0,7.0,2.0,4,9,0,0,0,0,2.0,0.0
117,NCCOCCn1cc(CO)nn1,0.0,1.0,0.0,0.0,186.21499633789065,0.7142857313156128,0.5384615659713745,3.0,4.0,6.0,2.0,7,13,0,0,0,0,5.0,0.0
118,NC(=O)CC1(N)CS(=O)(=O)C1,1.0,0.0,0.0,1.0,178.21299743652344,0.800000011920929,0.4545454680919647,0.0,2.0,3.0,5.0,5,11,0,0,0,0,4.0,0.0
119,CN(C)n1c(N)cc(=O)[nH]c1=O,0.0,1.0,0.0,0.0,170.1719970703125,0.3333333432674408,0.5,1.0,4.0,3.0,4.0,6,12,0,0,0,0,2.0,0.0
120,NCCNCCN1CCNCC1,1.0,0.0,0.0,0.0,172.2760009765625,1.0,0.6666666865348816,3.0,4.0,6.0,1.0,8,12,0,0,0,1,8.0,0.0
121,Nc1nc(=O)nc(N2CCOCC2)[nH]1,1.0,1.0,0.0,0.0,197.197998046875,0.5714285969734192,0.5,2.0,5.0,1.0,2.0,7,14,0,0,0,1,4.0,0.0
122,NC(=O)Cc1nc(N)cc(=O)[nH]1,0.0,1.0,0.0,1.0,168.156005859375,0.1666666716337204,0.5,1.0,4.0,3.0,4.0,6,12,0,0,0,0,1.0,0.0
123,Nc1nnc2c(n1)CCNC2,1.0,1.0,0.0,0.0,151.17300415039062,0.5,0.5454545617103577,4.0,5.0,1.0,1.0,6,11,0,0,0,0,3.0,0.0
124,NC(=O)c1c(OCCO)n[nH]c1N,0.0,1.0,0.0,1.0,186.17100524902344,0.3333333432674408,0.4615384638309479,2.0,4.0,4.0,3.0,6,13,0,0,0,0,2.0,0.0
125,Nc1nc(N2CCNCC2)n[nH]1,1.0,1.0,0.0,0.0,168.20399475097656,0.6666666865348816,0.5,5.0,6.0,1.0,1.0,6,12,0,0,0,1,4.0,0.0
126,NC1=CCNN1,1.0,0.0,0.0,0.0,85.11000061035156,0.3333333432674408,0.5,2.0,3.0,1.0,1.0,3,6,1,0,1,0,1.0,0.0
127,CN(C)CCn1cc(N)c(=O)[nH]c1=O,0.0,1.0,0.0,0.0,198.2259979248047,0.5,0.5714285969734192,1.0,4.0,4.0,5.0,8,14,0,0,0,1,4.0,0.0
128,NC(=O)CCc1n[nH]c(N)n1,0.0,1.0,0.0,1.0,155.16099548339844,0.4000000059604645,0.4545454680919647,3.0,5.0,4.0,3.0,5,11,0,0,0,0,2.0,0.0
129,CNC1(CN)COC1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,2.0,2.0,5,8,0,0,0,0,5.0,0.0
130,NCC(=O)NCC(N)=O,0.0,0.0,0.0,2.0,131.13499450683594,0.5,0.4444444477558136,0.0,3.0,7.0,2.0,4,9,0,0,0,0,2.0,0.0
131,Nc1nc2c(c(=O)[nH]1)CNC2=O,1.0,1.0,0.0,1.0,166.13999938964844,0.1666666716337204,0.5,1.0,4.0,1.0,3.0,6,12,0,0,0,0,1.0,0.0
132,Cn1ncc(N)c1C(=O)NCCO,0.0,1.0,0.0,1.0,184.19900512695312,0.4285714328289032,0.5384615659713745,2.0,4.0,6.0,3.0,7,13,0,0,0,0,3.0,0.0
133,NC(=O)NC(=O)Cn1cc(N)cn1,0.0,1.0,0.0,3.0,183.17100524902344,0.1666666716337204,0.4615384638309479,2.0,5.0,5.0,4.0,6,13,0,0,0,0,1.0,0.0
134,CN1CCN(CCN)CC1=O,1.0,0.0,0.0,1.0,157.2169952392578,0.8571428656578064,0.6363636255264282,1.0,3.0,3.0,3.0,7,11,0,0,0,1,6.0,0.0
135,CNc1[nH]c(=O)[nH]c(=O)c1N,0.0,1.0,0.0,0.0,156.14500427246094,0.2000000029802322,0.4545454680919647,1.0,4.0,2.0,4.0,5,11,0,0,0,0,1.0,0.0
136,NCCNCCCS(=O)(=O)O,0.0,0.0,0.0,0.0,182.2449951171875,1.0,0.4545454680919647,1.0,2.0,9.0,2.0,5,11,0,0,0,0,5.0,0.0
137,Cc1cn(CC(=O)NC(N)=O)nc1N,0.0,1.0,0.0,3.0,197.197998046875,0.2857142984867096,0.5,2.0,5.0,5.0,5.0,7,14,0,0,0,0,2.0,0.0
138,NC(=O)C1(N)CSC1,1.0,0.0,0.0,1.0,132.18800354003906,0.75,0.5,0.0,2.0,3.0,2.0,4,8,0,0,0,0,3.0,0.0
139,NC(=O)c1nn(CCO)cc1N,0.0,1.0,0.0,1.0,170.1719970703125,0.3333333432674408,0.5,2.0,4.0,3.0,3.0,6,12,0,0,0,0,2.0,0.0
140,NCCNC1COC1,1.0,0.0,0.0,0.0,116.16400146484376,1.0,0.625,1.0,2.0,4.0,1.0,5,8,0,0,0,0,5.0,0.0
141,NCCn1cc(C(=O)NCCO)cn1,0.0,1.0,0.0,1.0,198.2259979248047,0.5,0.5714285969734192,2.0,4.0,6.0,2.0,8,14,0,0,0,0,4.0,0.0
142,Cn1cc(N)c(C(=O)NCCO)n1,0.0,1.0,0.0,1.0,184.19900512695312,0.4285714328289032,0.5384615659713745,2.0,4.0,6.0,3.0,7,13,0,0,0,0,3.0,0.0
143,NCCN1CC(CO)C1,1.0,0.0,0.0,0.0,130.1909942626953,1.0,0.6666666865348816,1.0,2.0,3.0,2.0,6,9,0,0,0,1,6.0,0.0
144,NCCn1cn[nH]c1=O,0.0,1.0,0.0,0.0,128.13499450683594,0.5,0.4444444477558136,1.0,4.0,3.0,2.0,4,9,0,0,0,0,2.0,0.0
145,CN1CCN(C2(CN)COC2)CC1,2.0,0.0,0.0,0.0,185.27099609375,1.0,0.692307710647583,2.0,3.0,2.0,2.0,9,13,0,0,0,2,9.0,0.0
