,smiles,num_rings,aromatic_rings,num_esters,num_amides,molecular_weight,fsp3,carbon_fraction,longest_tail,num_branches,ionisable_nitrogens,num_nitrogens,num_carbons,num_heavy_atoms,num_sp3_carbons,num_alkenes,num_alkynes,num_unsaturations,tertiary_ionisable_nitrogens,tail_branches
302,[C-]#[N+]C(CSCc1ccccc1)C(=O)OC,0.0,1.0,1.0,0.0,235.30799865722656,0.3333333432674408,0.75,7.0,3.0,0.0,1.0,12,16,4,0,0,0,0,3.0
303,[C-]#[N+]C(C1CC1)S(=O)(=O)c1ccc(C)cc1,1.0,1.0,0.0,0.0,235.30799865722656,0.4166666567325592,0.75,5.0,4.0,0.0,1.0,12,16,5,0,0,0,0,3.0
304,[C-]#[N+]CCCOS(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,239.29600524902344,0.3636363744735718,0.6875,8.0,3.0,0.0,1.0,11,16,4,0,0,0,0,2.0
305,[C-]#[N+]CC(=O)OCc1ccc(OCC)cc1,0.0,1.0,1.0,0.0,219.2400054931641,0.3333333432674408,0.75,6.0,3.0,0.0,1.0,12,16,4,0,0,0,0,2.0
306,[C-]#[N+]C1CCN(C(=O)OC(C)(C)C)CC1,1.0,0.0,1.0,1.0,210.27699279785156,0.8181818127632141,0.7333333492279053,5.0,4.0,0.0,2.0,11,15,9,0,0,0,0,1.0
307,[C-]#[N+]CCC[Si](OCC)(OCC)OCC,0.0,0.0,0.0,0.0,231.3679962158203,0.8999999761581421,0.6666666865348816,9.0,2.0,0.0,1.0,10,15,9,0,0,0,0,2.0
308,[C-]#[N+]C(Cc1ccccc1)C(=O)OC(C)(C)C,0.0,1.0,1.0,0.0,231.2949981689453,0.4285714328289032,0.8235294222831726,7.0,5.0,0.0,1.0,14,17,6,0,0,0,0,5.0
309,[C-]#[N+]C(C(C)C)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,237.32400512695312,0.4166666567325592,0.75,5.0,5.0,0.0,1.0,12,16,5,0,0,0,0,4.0
310,[C-]#[N+]C1CCN(C(=O)OCc2ccccc2)CC1,1.0,1.0,1.0,1.0,244.29400634765625,0.4285714328289032,0.7777777910232544,4.0,3.0,0.0,2.0,14,18,6,0,0,0,0,1.0
311,[C-]#[N+]C1CCN(Cc2ccccc2)CC1,1.0,1.0,0.0,0.0,200.28500366210935,0.4615384638309479,0.8666666746139526,2.0,3.0,1.0,2.0,13,15,6,0,0,0,1,1.0
312,[C-]#[N+]C(Cc1ccccc1)C(=O)N1CCCCC1,1.0,1.0,0.0,1.0,242.3220062255859,0.4666666686534881,0.8333333134651184,5.0,3.0,0.0,2.0,15,18,7,0,0,0,0,3.0
313,[C-]#[N+]CCN1CCC(Cc2ccccc2)CC1,1.0,1.0,0.0,0.0,228.33900451660156,0.5333333611488342,0.8823529481887817,4.0,3.0,1.0,2.0,15,17,8,0,0,0,1,1.0
314,[C-]#[N+]C(C1CCC1)S(=O)(=O)c1ccc(C)cc1,1.0,1.0,0.0,0.0,249.3350067138672,0.4615384638309479,0.7647058963775635,5.0,4.0,0.0,1.0,13,17,6,0,0,0,0,3.0
315,[C-]#[N+]C(CCC)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,237.32400512695312,0.4166666567325592,0.75,6.0,4.0,0.0,1.0,12,16,5,0,0,0,0,3.0
316,[C-]#[N+]CC1(F)CCN(C(=O)OC(C)(C)C)CC1,1.0,0.0,1.0,1.0,242.29400634765625,0.8333333134651184,0.7058823704719543,5.0,5.0,0.0,2.0,12,17,10,0,0,0,0,1.0
317,[C-]#[N+]C1CCCCC1NC(=O)OC(C)(C)C,1.0,0.0,1.0,1.0,224.3040008544922,0.8333333134651184,0.75,5.0,5.0,0.0,2.0,12,16,10,0,0,0,0,1.0
318,[C-]#[N+]CCc1ccc(OCC)c(OCC)c1,0.0,1.0,0.0,0.0,219.28399658203125,0.4615384638309479,0.8125,4.0,3.0,0.0,1.0,13,16,6,0,0,0,0,1.0
319,[C-]#[N+]C1CCC(NC(=O)OC(C)(C)C)CC1,1.0,0.0,1.0,1.0,224.3040008544922,0.8333333134651184,0.75,5.0,5.0,0.0,2.0,12,16,10,0,0,0,0,1.0
320,[C-]#[N+]CCCN1CCCc2ccccc21,1.0,1.0,0.0,0.0,200.28500366210935,0.4615384638309479,0.8666666746139526,5.0,1.0,1.0,2.0,13,15,6,0,0,0,1,1.0
321,[C-]#[N+]c1ccc(CNC(=O)OC(C)(C)C)cc1,0.0,1.0,1.0,1.0,232.2830047607422,0.3846153914928436,0.7647058963775635,6.0,5.0,0.0,2.0,13,17,5,0,0,0,0,1.0
322,[C-]#[N+]Cc1ccc(OC(F)(F)F)cc1,0.0,1.0,0.0,0.0,201.14700317382812,0.2222222238779068,0.6428571343421936,3.0,4.0,0.0,1.0,9,14,2,0,0,0,0,1.0
323,[C-]#[N+]c1cccc(NC(=O)OC(C)(C)C)c1,0.0,1.0,1.0,1.0,218.25599670410156,0.3333333432674408,0.75,5.0,5.0,0.0,2.0,12,16,4,0,0,0,0,1.0
324,[C-]#[N+]c1ccc(NC(=O)OC(C)(C)C)cc1,0.0,1.0,1.0,1.0,218.25599670410156,0.3333333432674408,0.75,5.0,5.0,0.0,2.0,12,16,4,0,0,0,0,1.0
325,[C-]#[N+]c1ccccc1NC(=O)OC(C)(C)C,0.0,1.0,1.0,1.0,218.25599670410156,0.3333333432674408,0.75,5.0,5.0,0.0,2.0,12,16,4,0,0,0,0,1.0
326,[C-]#[N+]C(C)(C)CO[Si](C)(C)C(C)(C)C,0.0,0.0,0.0,0.0,213.39700317382812,0.9090909361839294,0.7857142686843872,8.0,6.0,0.0,1.0,11,14,10,0,0,0,0,6.0
327,[C-]#[N+]C1CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1,1.0,0.0,2.0,1.0,254.28599548339844,0.75,0.6666666865348816,5.0,5.0,0.0,2.0,12,18,9,0,0,0,0,1.0
328,[C-]#[N+]C(C(=O)OCC)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,1.0,0.0,267.3059997558594,0.3333333432674408,0.6666666865348816,7.0,5.0,0.0,1.0,12,18,4,0,0,0,0,4.0
329,[C-]#[N+]C1CCN(C(=O)OC(C)(C)C)CC1C(=O)OCC,1.0,0.0,2.0,1.0,282.3399963378906,0.7857142686843872,0.699999988079071,5.0,5.0,0.0,2.0,14,20,11,0,0,0,0,1.0
330,[C-]#[N+]C(CC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,0.0,0.0,2.0,0.0,255.31399536132812,0.7692307829856873,0.7222222089767456,10.0,7.0,0.0,1.0,13,18,10,0,0,0,0,7.0
331,[C-]#[N+]C(C1CCCC1)S(=O)(=O)c1ccc(C)cc1,1.0,1.0,0.0,0.0,263.36199951171875,0.5,0.7777777910232544,5.0,4.0,0.0,1.0,14,18,7,0,0,0,0,3.0
332,[C-]#[N+]C(CC(C)C)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,251.3509979248047,0.4615384638309479,0.7647058963775635,6.0,5.0,0.0,1.0,13,17,6,0,0,0,0,4.0
333,[C-]#[N+]C(CC(=O)OC)c1ccc(C(F)(F)F)cc1,0.0,1.0,1.0,0.0,257.21099853515625,0.3333333432674408,0.6666666865348816,7.0,4.0,0.0,1.0,12,18,4,0,0,0,0,2.0
334,[C-]#[N+]C(CCCC)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,251.3509979248047,0.4615384638309479,0.7647058963775635,7.0,4.0,0.0,1.0,13,17,6,0,0,0,0,3.0
335,[C-]#[N+]C(C1CCCCC1)S(=O)(=O)c1ccc(C)cc1,1.0,1.0,0.0,0.0,277.3890075683594,0.5333333611488342,0.7894737124443054,5.0,4.0,0.0,1.0,15,19,8,0,0,0,0,3.0
336,[C-]#[N+]C(CCCCC)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,265.37799072265625,0.5,0.7777777910232544,8.0,4.0,0.0,1.0,14,18,7,0,0,0,0,3.0
337,[C-]#[N+]C(c1ccccc1)P(=O)(OCC)OCC,0.0,1.0,0.0,0.0,253.23800659179688,0.4166666567325592,0.7058823704719543,7.0,3.0,0.0,1.0,12,17,5,0,0,0,0,3.0
338,[C-]#[N+]Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0,1.0,0.0,0.0,253.14500427246097,0.3000000119209289,0.5882353186607361,3.0,5.0,0.0,1.0,10,17,3,0,0,0,0,1.0
339,[C-]#[N+]C(CC(=O)OC(C)(C)C)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,1.0,0.0,309.3869934082031,0.4666666686534881,0.7142857313156128,8.0,7.0,0.0,1.0,15,21,7,0,0,0,0,6.0
340,[C-]#[N+]CCC(=O)OC,0.0,0.0,1.0,0.0,113.11599731445312,0.6000000238418579,0.625,7.0,1.0,0.0,1.0,5,8,3,0,0,0,0,1.0
341,[C-]#[N+]CCc1ccccc1C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,4.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
342,[C-]#[N+]C,0.0,0.0,0.0,0.0,41.053001403808594,0.5,0.6666666865348816,3.0,0.0,0.0,1.0,2,3,1,0,0,0,0,0.0
343,[C-]#[N+]CCC(=O)OC(C)(C)C,0.0,0.0,1.0,0.0,155.19700622558594,0.75,0.7272727489471436,8.0,3.0,0.0,1.0,8,11,6,0,0,0,0,3.0
344,[C-]#[N+]c1ccc(N(C)C)cc1,0.0,1.0,0.0,0.0,146.1929931640625,0.2222222238779068,0.8181818127632141,3.0,2.0,1.0,2.0,9,11,2,0,0,0,1,1.0
345,[C-]#[N+]Cc1cccc(OC)c1OC,0.0,1.0,0.0,0.0,177.2030029296875,0.3000000119209289,0.7692307829856873,3.0,3.0,0.0,1.0,10,13,3,0,0,0,0,1.0
346,[C-]#[N+]CCOC(C)(C)C,0.0,0.0,0.0,0.0,127.18699645996094,0.8571428656578064,0.7777777910232544,7.0,2.0,0.0,1.0,7,9,6,0,0,0,0,2.0
347,[C-]#[N+]CCOC(C)C,0.0,0.0,0.0,0.0,113.16000366210938,0.8333333134651184,0.75,7.0,1.0,0.0,1.0,6,8,5,0,0,0,0,1.0
348,[C-]#[N+]C(C)(C)C(=O)OC,0.0,0.0,1.0,0.0,127.14299774169922,0.6666666865348816,0.6666666865348816,6.0,3.0,0.0,1.0,6,9,4,0,0,0,0,3.0
349,[C-]#[N+]Cc1cccc(C)c1C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,3.0,0.0,1.0,10,11,3,0,0,0,0,1.0
350,[C-]#[N+]CC(F)(F)F,0.0,0.0,0.0,0.0,109.0500030517578,0.6666666865348816,0.4285714328289032,5.0,2.0,0.0,1.0,3,7,2,0,0,0,0,2.0
351,[C-]#[N+]Cc1ccnn1C,0.0,1.0,0.0,0.0,121.14299774169922,0.3333333432674408,0.6666666865348816,3.0,2.0,2.0,3.0,6,9,2,0,0,0,0,1.0
352,[C-]#[N+]CCc1ccc(C)cc1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,4.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
353,[C-]#[N+]CCc1ccc2c(c1)OCO2,1.0,1.0,0.0,0.0,175.18699645996094,0.3000000119209289,0.7692307829856873,4.0,1.0,0.0,1.0,10,13,3,0,0,0,0,1.0
354,[C-]#[N+]CC(N)=O,0.0,0.0,0.0,1.0,84.0780029296875,0.3333333432674408,0.5,5.0,1.0,0.0,2.0,3,6,1,0,0,0,0,1.0
355,[C-]#[N+]C1CCN(C)CC1,1.0,0.0,0.0,0.0,124.18699645996094,0.8571428656578064,0.7777777910232544,2.0,2.0,1.0,2.0,7,9,6,0,0,0,1,1.0
356,[C-]#[N+]CC1CCN(C(=O)OC(C)(C)C)CC1,1.0,0.0,1.0,1.0,224.3040008544922,0.8333333134651184,0.75,5.0,4.0,0.0,2.0,12,16,10,0,0,0,0,1.0
357,[C-]#[N+]C1(C)CCCC1,1.0,0.0,0.0,0.0,109.1719970703125,0.8571428656578064,0.875,2.0,2.0,0.0,1.0,7,8,6,0,0,0,0,1.0
358,[C-]#[N+]CCC1CCC1,1.0,0.0,0.0,0.0,109.1719970703125,0.8571428656578064,0.875,4.0,1.0,0.0,1.0,7,8,6,0,0,0,0,1.0
359,[C-]#[N+]CCOc1ccccc1,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,5.0,1.0,0.0,1.0,9,11,2,0,0,0,0,1.0
360,[C-]#[N+]c1ccc(C)nc1,0.0,1.0,0.0,0.0,118.13899993896484,0.1428571492433548,0.7777777910232544,2.0,2.0,1.0,2.0,7,9,1,0,0,0,0,1.0
361,[C-]#[N+]c1cncc(C)c1,0.0,1.0,0.0,0.0,118.13899993896484,0.1428571492433548,0.7777777910232544,2.0,2.0,1.0,2.0,7,9,1,0,0,0,0,1.0
362,[C-]#[N+]CCc1cccc(OC)c1OC,0.0,1.0,0.0,0.0,191.22999572753903,0.3636363744735718,0.7857142686843872,4.0,3.0,0.0,1.0,11,14,4,0,0,0,0,1.0
363,[C-]#[N+]CCCO,0.0,0.0,0.0,0.0,85.10600280761719,0.75,0.6666666865348816,6.0,0.0,0.0,1.0,4,6,3,0,0,0,0,0.0
364,[C-]#[N+]CCO,0.0,0.0,0.0,0.0,71.0790023803711,0.6666666865348816,0.6000000238418579,5.0,0.0,0.0,1.0,3,5,2,0,0,0,0,0.0
365,[C-]#[N+]c1cccc(C(C)C)c1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
366,[C-]#[N+]c1cnn(C)c1,0.0,1.0,0.0,0.0,107.11599731445312,0.2000000029802322,0.625,2.0,2.0,2.0,3.0,5,8,1,0,0,0,0,1.0
367,[C-]#[N+]c1cccnc1OC,0.0,1.0,0.0,0.0,134.13800048828125,0.1428571492433548,0.699999988079071,2.0,2.0,1.0,2.0,7,10,1,0,0,0,0,1.0
368,[C-]#[N+]CCn1cncn1,0.0,1.0,0.0,0.0,122.13099670410156,0.4000000059604645,0.5555555820465088,4.0,1.0,3.0,4.0,5,9,2,0,0,0,0,1.0
369,[C-]#[N+]c1ccc(C#C)cc1,0.0,1.0,0.0,0.0,127.14600372314452,0.0,0.8999999761581421,2.0,2.0,0.0,1.0,9,10,0,0,1,1,0,1.0
370,[C-]#[N+]CCCN1CCCC1,1.0,0.0,0.0,0.0,138.21400451660156,0.875,0.800000011920929,5.0,1.0,1.0,2.0,8,10,7,0,0,0,1,1.0
371,[C-]#[N+]CCC1CCCN1C,1.0,0.0,0.0,0.0,138.21400451660156,0.875,0.800000011920929,4.0,2.0,1.0,2.0,8,10,7,0,0,0,1,1.0
372,[C-]#[N+]c1cc(C)ccn1,0.0,1.0,0.0,0.0,118.13899993896484,0.1428571492433548,0.7777777910232544,2.0,2.0,1.0,2.0,7,9,1,0,0,0,0,1.0
373,[C-]#[N+]c1cccc(C)n1,0.0,1.0,0.0,0.0,118.13899993896484,0.1428571492433548,0.7777777910232544,2.0,2.0,1.0,2.0,7,9,1,0,0,0,0,1.0
374,[C-]#[N+]C(C)(C)C(=O)OC(C)(C)C,0.0,0.0,1.0,0.0,169.2239990234375,0.7777777910232544,0.75,7.0,5.0,0.0,1.0,9,12,7,0,0,0,0,5.0
375,[C-]#[N+]CCCOCC,0.0,0.0,0.0,0.0,113.16000366210938,0.8333333134651184,0.75,8.0,0.0,0.0,1.0,6,8,5,0,0,0,0,0.0
376,[C-]#[N+]CCOS(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,225.2689971923828,0.3000000119209289,0.6666666865348816,7.0,3.0,0.0,1.0,10,15,3,0,0,0,0,2.0
377,[C-]#[N+]CCN(CCC(=O)OCC)C(=O)OC(C)(C)C,0.0,0.0,2.0,1.0,270.3290100097656,0.7692307829856873,0.6842105388641357,11.0,5.0,0.0,2.0,13,19,10,0,0,0,0,5.0
378,[C-]#[N+]CSc1ccccc1OC,0.0,1.0,0.0,0.0,179.24400329589844,0.2222222238779068,0.75,4.0,2.0,0.0,1.0,9,12,2,0,0,0,0,1.0
379,[C-]#[N+]C(C)(C)P(=O)(OCC)OCC,0.0,0.0,0.0,0.0,205.19400024414065,0.875,0.6153846383094788,7.0,4.0,0.0,1.0,8,13,7,0,0,0,0,4.0
380,[C-]#[N+]C(C)(C)CO,0.0,0.0,0.0,0.0,99.13300323486328,0.800000011920929,0.7142857313156128,5.0,2.0,0.0,1.0,5,7,4,0,0,0,0,2.0
381,[C-]#[N+]CC(C)(OCC)OCC,0.0,0.0,0.0,0.0,157.21299743652344,0.875,0.7272727489471436,7.0,2.0,0.0,1.0,8,11,7,0,0,0,0,2.0
382,[C-]#[N+]CC(OC)(OC)C1CC1,1.0,0.0,0.0,0.0,155.19700622558594,0.875,0.7272727489471436,6.0,2.0,0.0,1.0,8,11,7,0,0,0,0,2.0
383,[C-]#[N+]CCCCO,0.0,0.0,0.0,0.0,99.13300323486328,0.800000011920929,0.7142857313156128,7.0,0.0,0.0,1.0,5,7,4,0,0,0,0,0.0
384,[C-]#[N+]CC(C)(C)CO,0.0,0.0,0.0,0.0,113.16000366210938,0.8333333134651184,0.75,6.0,2.0,0.0,1.0,6,8,5,0,0,0,0,2.0
385,[C-]#[N+]CCCCCO,0.0,0.0,0.0,0.0,113.16000366210938,0.8333333134651184,0.75,8.0,0.0,0.0,1.0,6,8,5,0,0,0,0,0.0
386,[C-]#[N+]CCOCCOCCNC(=O)OC(C)(C)C,0.0,0.0,1.0,1.0,258.3179931640625,0.8333333134651184,0.6666666865348816,15.0,3.0,0.0,2.0,12,18,10,0,0,0,0,3.0
387,[C-]#[N+]Cc1ccc(S(=O)(=O)F)cc1,0.0,1.0,0.0,0.0,199.20599365234375,0.125,0.6153846383094788,3.0,3.0,0.0,1.0,8,13,1,0,0,0,0,1.0
388,[C-]#[N+]C12CC(C1)C2,3.0,0.0,0.0,0.0,93.12899780273438,0.8333333134651184,0.8571428656578064,2.0,1.0,0.0,1.0,6,7,5,0,0,0,0,1.0
389,[C-]#[N+]C(C(=O)N(C)C(/C=C(\C)C(=O)OCC)C(C)C)C(C)(C)C,0.0,0.0,1.0,1.0,322.4490051269531,0.7222222089767456,0.782608687877655,12.0,9.0,0.0,2.0,18,23,13,1,0,1,0,9.0
390,[C-]#[N+]C1(C)CN(C(=O)OC(C)(C)C)C1,1.0,0.0,1.0,1.0,196.25,0.800000011920929,0.7142857313156128,5.0,5.0,0.0,2.0,10,14,8,0,0,0,0,1.0
