,smiles,num_rings,aromatic_rings,num_esters,num_amides,molecular_weight,fsp3,carbon_fraction,longest_tail,num_branches,ionisable_nitrogens,num_nitrogens,num_carbons,num_heavy_atoms,num_sp3_carbons,num_alkenes,num_alkynes,num_unsaturations,tertiary_ionisable_nitrogens,tail_branches
165,[C-]#[N+]C(C)CCC,0.0,0.0,0.0,0.0,97.16100311279295,0.8333333134651184,0.8571428656578064,6.0,1.0,0.0,1.0,6,7,5,0,0,0,0,1.0
166,[C-]#[N+]CCCCC,0.0,0.0,0.0,0.0,97.16100311279295,0.8333333134651184,0.8571428656578064,7.0,0.0,0.0,1.0,6,7,5,0,0,0,0,0.0
167,[C-]#[N+]C1CCC(F)(F)CC1,1.0,0.0,0.0,0.0,145.15199279785156,0.8571428656578064,0.699999988079071,2.0,3.0,0.0,1.0,7,10,6,0,0,0,0,1.0
168,[C-]#[N+]Cc1ccc(OC)cc1OC,0.0,1.0,0.0,0.0,177.2030029296875,0.3000000119209289,0.7692307829856873,3.0,3.0,0.0,1.0,10,13,3,0,0,0,0,1.0
169,[C-]#[N+]Cc1ccccc1,0.0,1.0,0.0,0.0,117.1510009765625,0.125,0.8888888955116272,3.0,1.0,0.0,1.0,8,9,1,0,0,0,0,1.0
170,[C-]#[N+]Cc1ccc(OC)cc1,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,3.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
171,[C-]#[N+]CCc1ccc(F)cc1,0.0,1.0,0.0,0.0,149.16799926757812,0.2222222238779068,0.8181818127632141,4.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
172,[C-]#[N+]Cc1ccc(OC)c(OC)c1,0.0,1.0,0.0,0.0,177.2030029296875,0.3000000119209289,0.7692307829856873,3.0,3.0,0.0,1.0,10,13,3,0,0,0,0,1.0
173,[C-]#[N+]Cc1ccc(F)cc1,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,3.0,2.0,0.0,1.0,8,10,1,0,0,0,0,1.0
174,[C-]#[N+]CCc1cccc(F)c1,0.0,1.0,0.0,0.0,149.16799926757812,0.2222222238779068,0.8181818127632141,4.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
175,[C-]#[N+]C(C)(C)CC,0.0,0.0,0.0,0.0,97.16100311279295,0.8333333134651184,0.8571428656578064,5.0,2.0,0.0,1.0,6,7,5,0,0,0,0,2.0
176,[C-]#[N+]CCc1ccc(OC)c(OC)c1,0.0,1.0,0.0,0.0,191.22999572753903,0.3636363744735718,0.7857142686843872,4.0,3.0,0.0,1.0,11,14,4,0,0,0,0,1.0
177,[C-]#[N+]C(C)C(C)(C)C,0.0,0.0,0.0,0.0,111.18800354003906,0.8571428656578064,0.875,5.0,3.0,0.0,1.0,7,8,6,0,0,0,0,3.0
178,[C-]#[N+]C1=CCCCC1,1.0,0.0,0.0,0.0,107.15599822998048,0.5714285969734192,0.875,2.0,1.0,0.0,1.0,7,8,4,1,0,1,0,1.0
179,[C-]#[N+]CCc1ccc(OC)cc1,0.0,1.0,0.0,0.0,161.20399475097656,0.3000000119209289,0.8333333134651184,4.0,2.0,0.0,1.0,10,12,3,0,0,0,0,1.0
180,[C-]#[N+]CCCCCC,0.0,0.0,0.0,0.0,111.18800354003906,0.8571428656578064,0.875,8.0,0.0,0.0,1.0,7,8,6,0,0,0,0,0.0
181,[C-]#[N+]C(C)CCCN(CC)CC,0.0,0.0,0.0,0.0,168.28399658203125,0.8999999761581421,0.8333333134651184,9.0,2.0,1.0,2.0,10,12,9,0,0,0,1,2.0
182,[C-]#[N+]CCCCNC(=O)OC(C)(C)C,0.0,0.0,1.0,1.0,198.26600646972656,0.800000011920929,0.7142857313156128,11.0,3.0,0.0,2.0,10,14,8,0,0,0,0,3.0
183,[C-]#[N+]C(C)CC(C)C,0.0,0.0,0.0,0.0,111.18800354003906,0.8571428656578064,0.875,6.0,2.0,0.0,1.0,7,8,6,0,0,0,0,2.0
184,[C-]#[N+]Cc1cc(F)ccc1F,0.0,1.0,0.0,0.0,153.13099670410156,0.125,0.7272727489471436,3.0,3.0,0.0,1.0,8,11,1,0,0,0,0,1.0
185,[C-]#[N+]CCOCc1ccccc1,0.0,1.0,0.0,0.0,161.20399475097656,0.3000000119209289,0.8333333134651184,6.0,1.0,0.0,1.0,10,12,3,0,0,0,0,1.0
186,[C-]#[N+]CCC(C)(C)C,0.0,0.0,0.0,0.0,111.18800354003906,0.8571428656578064,0.875,6.0,2.0,0.0,1.0,7,8,6,0,0,0,0,2.0
187,[C-]#[N+]CCc1cccc(OC)c1,0.0,1.0,0.0,0.0,161.20399475097656,0.3000000119209289,0.8333333134651184,4.0,2.0,0.0,1.0,10,12,3,0,0,0,0,1.0
188,[C-]#[N+]C(C)c1ccncc1,0.0,1.0,0.0,0.0,132.16600036621094,0.25,0.800000011920929,4.0,1.0,1.0,2.0,8,10,2,0,0,0,0,1.0
189,[C-]#[N+]CCc1ccccc1F,0.0,1.0,0.0,0.0,149.16799926757812,0.2222222238779068,0.8181818127632141,4.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
190,[C-]#[N+]Cc1cc(F)cc(F)c1,0.0,1.0,0.0,0.0,153.13099670410156,0.125,0.7272727489471436,3.0,3.0,0.0,1.0,8,11,1,0,0,0,0,1.0
191,[C-]#[N+]CCC1(C)CC1,1.0,0.0,0.0,0.0,109.1719970703125,0.8571428656578064,0.875,4.0,2.0,0.0,1.0,7,8,6,0,0,0,0,1.0
192,[C-]#[N+]Cc1c(F)cccc1F,0.0,1.0,0.0,0.0,153.13099670410156,0.125,0.7272727489471436,3.0,3.0,0.0,1.0,8,11,1,0,0,0,0,1.0
193,[C-]#[N+]Cc1cccs1,0.0,1.0,0.0,0.0,123.18000030517578,0.1666666716337204,0.75,3.0,1.0,0.0,1.0,6,8,1,0,0,0,0,1.0
194,[C-]#[N+]C(CCCCCC)C(=O)OC,0.0,0.0,1.0,0.0,183.25100708007812,0.800000011920929,0.7692307829856873,10.0,2.0,0.0,1.0,10,13,8,0,0,0,0,2.0
195,[C-]#[N+]Cc1ccc(F)cc1F,0.0,1.0,0.0,0.0,153.13099670410156,0.125,0.7272727489471436,3.0,3.0,0.0,1.0,8,11,1,0,0,0,0,1.0
196,[C-]#[N+]Cc1cccc(F)c1,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,3.0,2.0,0.0,1.0,8,10,1,0,0,0,0,1.0
197,[C-]#[N+]Cc1ccccc1C,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,3.0,2.0,0.0,1.0,9,10,2,0,0,0,0,1.0
198,[C-]#[N+]C(C(=O)OC(C)(C)C)C(C)C,0.0,0.0,1.0,0.0,183.25100708007812,0.800000011920929,0.7692307829856873,7.0,5.0,0.0,1.0,10,13,8,0,0,0,0,5.0
199,[C-]#[N+]CCCOCCCC,0.0,0.0,0.0,0.0,141.21400451660156,0.875,0.800000011920929,10.0,0.0,0.0,1.0,8,10,7,0,0,0,0,0.0
200,[C-]#[N+]CCCSCC,0.0,0.0,0.0,0.0,129.22799682617188,0.8333333134651184,0.75,8.0,0.0,0.0,1.0,6,8,5,0,0,0,0,0.0
201,[C-]#[N+]Cc1ccccc1OC,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,3.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
202,[C-]#[N+]Cc1ccccc1F,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,3.0,2.0,0.0,1.0,8,10,1,0,0,0,0,1.0
203,[C-]#[N+]Cc1cccc(C)c1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,3.0,2.0,0.0,1.0,9,10,2,0,0,0,0,1.0
204,[C-]#[N+]Cc1cccc(OC)c1,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,3.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
205,[C-]#[N+]CCc1cccs1,0.0,1.0,0.0,0.0,137.20700073242188,0.2857142984867096,0.7777777910232544,4.0,1.0,0.0,1.0,7,9,2,0,0,0,0,1.0
206,[C-]#[N+]c1ccc2c(c1)CCC2,1.0,1.0,0.0,0.0,143.18899536132812,0.3000000119209289,0.9090909361839294,2.0,1.0,0.0,1.0,10,11,3,0,0,0,0,1.0
207,[C-]#[N+]c1ccc(OCC)cc1,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,3.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
208,[C-]#[N+]c1ccc(F)cc1F,0.0,1.0,0.0,0.0,139.10400390625,0.0,0.699999988079071,2.0,3.0,0.0,1.0,7,10,0,0,0,0,0,1.0
209,[C-]#[N+]c1ccccc1CC,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,2.0,0.0,1.0,9,10,2,0,0,0,0,1.0
210,[C-]#[N+]c1c(C)cccc1C,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
211,[C-]#[N+]c1cc(C)cc(C)c1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
212,[C-]#[N+]c1ccc(CC)cc1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,2.0,0.0,1.0,9,10,2,0,0,0,0,1.0
213,[C-]#[N+]c1ccc(C)c(C)c1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
214,[C-]#[N+]c1ccc(F)c(F)c1,0.0,1.0,0.0,0.0,139.10400390625,0.0,0.699999988079071,2.0,3.0,0.0,1.0,7,10,0,0,0,0,0,1.0
215,[C-]#[N+]c1ccc(C)cc1C,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
216,[C-]#[N+]c1ccc(OC)cc1C,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,2.0,3.0,0.0,1.0,9,11,2,0,0,0,0,1.0
217,[C-]#[N+]c1cccc(F)c1C,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,2.0,3.0,0.0,1.0,8,10,1,0,0,0,0,1.0
218,[C-]#[N+]c1ccc(F)cc1C,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,2.0,3.0,0.0,1.0,8,10,1,0,0,0,0,1.0
219,[C-]#[N+]c1cc(C)ccc1F,0.0,1.0,0.0,0.0,135.14100646972656,0.125,0.800000011920929,2.0,3.0,0.0,1.0,8,10,1,0,0,0,0,1.0
220,[C-]#[N+]C(C)P(=O)(OCC)OCC,0.0,0.0,0.0,0.0,191.16700744628903,0.8571428656578064,0.5833333134651184,7.0,3.0,0.0,1.0,7,12,6,0,0,0,0,3.0
221,[C-]#[N+]c1cc(F)c(F)cc1F,0.0,1.0,0.0,0.0,157.093994140625,0.0,0.6363636255264282,2.0,4.0,0.0,1.0,7,11,0,0,0,0,0,1.0
222,[C-]#[N+]c1c(F)cccc1F,0.0,1.0,0.0,0.0,139.10400390625,0.0,0.699999988079071,2.0,3.0,0.0,1.0,7,10,0,0,0,0,0,1.0
223,[C-]#[N+]c1ccc(SC)cc1,0.0,1.0,0.0,0.0,149.21800231933594,0.125,0.800000011920929,2.0,2.0,0.0,1.0,8,10,1,0,0,0,0,1.0
224,[C-]#[N+]c1cc(C)ccc1C,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
225,[C-]#[N+]c1cccc(CC)c1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,2.0,0.0,1.0,9,10,2,0,0,0,0,1.0
226,[C-]#[N+]c1cccc(C)c1C,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,2.0,3.0,0.0,1.0,9,10,2,0,0,0,0,1.0
227,[C-]#[N+]c1ccccc1C,0.0,1.0,0.0,0.0,117.1510009765625,0.125,0.8888888955116272,2.0,2.0,0.0,1.0,8,9,1,0,0,0,0,1.0
228,[C-]#[N+]c1ccccc1OCC,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,3.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
229,[C-]#[N+]c1cc(C)ccc1OC,0.0,1.0,0.0,0.0,147.177001953125,0.2222222238779068,0.8181818127632141,2.0,3.0,0.0,1.0,9,11,2,0,0,0,0,1.0
230,[C-]#[N+]Cc1c(C)cccc1C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,3.0,0.0,1.0,10,11,3,0,0,0,0,1.0
231,[C-]#[N+]c1cccc(C)c1,0.0,1.0,0.0,0.0,117.1510009765625,0.125,0.8888888955116272,2.0,2.0,0.0,1.0,8,9,1,0,0,0,0,1.0
232,[C-]#[N+]c1cccc(SC)c1,0.0,1.0,0.0,0.0,149.21800231933594,0.125,0.800000011920929,2.0,2.0,0.0,1.0,8,10,1,0,0,0,0,1.0
233,[C-]#[N+]CSc1ccccc1,0.0,1.0,0.0,0.0,149.21800231933594,0.125,0.800000011920929,4.0,1.0,0.0,1.0,8,10,1,0,0,0,0,1.0
234,[C-]#[N+]CCO[Si](C)(C)C(C)(C)C,0.0,0.0,0.0,0.0,185.3430023193359,0.8888888955116272,0.75,8.0,4.0,0.0,1.0,9,12,8,0,0,0,0,4.0
235,[C-]#[N+]C(C)c1ccccc1,0.0,1.0,0.0,0.0,131.17799377441406,0.2222222238779068,0.8999999761581421,4.0,1.0,0.0,1.0,9,10,2,0,0,0,0,1.0
236,[C-]#[N+]Cc1ccc(OCC)cc1,0.0,1.0,0.0,0.0,161.20399475097656,0.3000000119209289,0.8333333134651184,3.0,2.0,0.0,1.0,10,12,3,0,0,0,0,1.0
237,[C-]#[N+]C1CCCCCC1,1.0,0.0,0.0,0.0,123.1989974975586,0.875,0.8888888955116272,2.0,1.0,0.0,1.0,8,9,7,0,0,0,0,1.0
238,[C-]#[N+]C12CC3CC(CC(C3)C1)C2,4.0,0.0,0.0,0.0,161.2480010986328,0.9090909361839294,0.9166666865348816,2.0,1.0,0.0,1.0,11,12,10,0,0,0,0,1.0
239,[C-]#[N+]C1CCc2ccccc21,1.0,1.0,0.0,0.0,143.18899536132812,0.3000000119209289,0.9090909361839294,2.0,1.0,0.0,1.0,10,11,3,0,0,0,0,1.0
240,[C-]#[N+]CCC1=CCCCC1,1.0,0.0,0.0,0.0,135.2100067138672,0.6666666865348816,0.8999999761581421,4.0,1.0,0.0,1.0,9,10,6,1,0,1,0,1.0
241,[C-]#[N+]C1CCCc2ccccc21,1.0,1.0,0.0,0.0,157.21600341796875,0.3636363744735718,0.9166666865348816,2.0,1.0,0.0,1.0,11,12,4,0,0,0,0,1.0
242,[C-]#[N+]C(C)CCc1ccccc1,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,5.0,2.0,0.0,1.0,11,12,4,0,0,0,0,2.0
243,[C-]#[N+]CCCc1ccccc1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,5.0,1.0,0.0,1.0,10,11,3,0,0,0,0,1.0
244,[C-]#[N+]C(C)(C)c1ccccc1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,4.0,2.0,0.0,1.0,10,11,3,0,0,0,0,2.0
245,[C-]#[N+]C(C)c1ccc(F)cc1,0.0,1.0,0.0,0.0,149.16799926757812,0.2222222238779068,0.8181818127632141,4.0,2.0,0.0,1.0,9,11,2,0,0,0,0,1.0
246,[C-]#[N+]CC1CCC2CC1C2(C)C,3.0,0.0,0.0,0.0,163.26400756835938,0.9090909361839294,0.9166666865348816,3.0,3.0,0.0,1.0,11,12,10,0,0,0,0,1.0
247,[C-]#[N+]Cc1cc(C)ccc1C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,3.0,0.0,1.0,10,11,3,0,0,0,0,1.0
248,[C-]#[N+]Cc1cc(C)cc(C)c1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,3.0,0.0,1.0,10,11,3,0,0,0,0,1.0
249,[C-]#[N+]CCCCc1ccccc1,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,6.0,1.0,0.0,1.0,11,12,4,0,0,0,0,1.0
250,[C-]#[N+]c1ccc(F)cc1C(F)(F)F,0.0,1.0,0.0,0.0,189.11099243164065,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
251,[C-]#[N+]c1c(C)cccc1CC,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,2.0,3.0,0.0,1.0,10,11,3,0,0,0,0,1.0
252,[C-]#[N+]c1ccc(OC(F)(F)F)cc1,0.0,1.0,0.0,0.0,187.1199951171875,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
253,[C-]#[N+]c1cccc(OC(F)(F)F)c1,0.0,1.0,0.0,0.0,187.1199951171875,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
254,[C-]#[N+]c1ccc(CCC)cc1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
255,[C-]#[N+]c1ccc(C(C)C)cc1,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
256,[C-]#[N+]c1c(C)cc(C)cc1C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,2.0,4.0,0.0,1.0,10,11,3,0,0,0,0,1.0
257,[C-]#[N+]c1cccc(C(F)(F)F)c1,0.0,1.0,0.0,0.0,171.12100219726562,0.125,0.6666666865348816,3.0,3.0,0.0,1.0,8,12,1,0,0,0,0,1.0
258,[C-]#[N+]c1ccc(F)c(C(F)(F)F)c1,0.0,1.0,0.0,0.0,189.11099243164065,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
259,[C-]#[N+]c1ccccc1OC(F)(F)F,0.0,1.0,0.0,0.0,187.1199951171875,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
260,[C-]#[N+]c1ccccc1C(F)(F)F,0.0,1.0,0.0,0.0,171.12100219726562,0.125,0.6666666865348816,3.0,3.0,0.0,1.0,8,12,1,0,0,0,0,1.0
261,[C-]#[N+]c1ccc(OCCCC)cc1,0.0,1.0,0.0,0.0,175.2310028076172,0.3636363744735718,0.8461538553237915,5.0,2.0,0.0,1.0,11,13,4,0,0,0,0,1.0
262,[C-]#[N+]c1ccc(N(CC)CC)cc1,0.0,1.0,0.0,0.0,174.2469940185547,0.3636363744735718,0.8461538553237915,5.0,2.0,1.0,2.0,11,13,4,0,0,0,1,1.0
263,[C-]#[N+]c1cc(C(F)(F)F)ccc1F,0.0,1.0,0.0,0.0,189.11099243164065,0.125,0.6153846383094788,3.0,4.0,0.0,1.0,8,13,1,0,0,0,0,1.0
264,[C-]#[N+]c1c(CC)cccc1CC,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,2.0,3.0,0.0,1.0,11,12,4,0,0,0,0,1.0
265,[C-]#[N+]c1ccc(C(F)(F)F)cc1,0.0,1.0,0.0,0.0,171.12100219726562,0.125,0.6666666865348816,3.0,3.0,0.0,1.0,8,12,1,0,0,0,0,1.0
266,[C-]#[N+]c1ccccc1C(C)C,0.0,1.0,0.0,0.0,145.2050018310547,0.3000000119209289,0.9090909361839294,3.0,2.0,0.0,1.0,10,11,3,0,0,0,0,1.0
267,[C-]#[N+]CCCCCCCC,0.0,0.0,0.0,0.0,139.24200439453125,0.8888888955116272,0.8999999761581421,10.0,0.0,0.0,1.0,9,10,8,0,0,0,0,0.0
268,[C-]#[N+]C(C)(C)CC(C)(C)C,0.0,0.0,0.0,0.0,139.24200439453125,0.8888888955116272,0.8999999761581421,6.0,4.0,0.0,1.0,9,10,8,0,0,0,0,4.0
269,[C-]#[N+]CCC1CCCc2ccccc21,1.0,1.0,0.0,0.0,185.27000427246097,0.4615384638309479,0.9285714030265808,4.0,1.0,0.0,1.0,13,14,6,0,0,0,0,1.0
270,[C-]#[N+]Cc1ccccc1C(F)(F)F,0.0,1.0,0.0,0.0,185.1479949951172,0.2222222238779068,0.692307710647583,3.0,3.0,0.0,1.0,9,13,2,0,0,0,0,1.0
271,[C-]#[N+]C1CC2CCC1(C)C2(C)C,2.0,0.0,0.0,0.0,163.26400756835938,0.9090909361839294,0.9166666865348816,2.0,4.0,0.0,1.0,11,12,10,0,0,0,0,1.0
272,[C-]#[N+]Cc1cccc(C(F)(F)F)c1,0.0,1.0,0.0,0.0,185.1479949951172,0.2222222238779068,0.692307710647583,3.0,3.0,0.0,1.0,9,13,2,0,0,0,0,1.0
273,[C-]#[N+]Cc1ccc(C(F)(F)F)cc1,0.0,1.0,0.0,0.0,185.1479949951172,0.2222222238779068,0.692307710647583,3.0,3.0,0.0,1.0,9,13,2,0,0,0,0,1.0
274,[C-]#[N+]Cc1ccc(C(C)(C)C)cc1,0.0,1.0,0.0,0.0,173.25900268554688,0.4166666567325592,0.9230769276618958,3.0,3.0,0.0,1.0,12,13,5,0,0,0,0,1.0
275,[C-]#[N+]C(C)c1ccc(C)s1,0.0,1.0,0.0,0.0,151.23399353027344,0.375,0.800000011920929,4.0,2.0,0.0,1.0,8,10,3,0,0,0,0,1.0
276,[C-]#[N+]c1ccccc1C(C)(C)C,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,3.0,3.0,0.0,1.0,11,12,4,0,0,0,0,1.0
277,[C-]#[N+]c1ccc(C(C)(C)C)cc1,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,3.0,3.0,0.0,1.0,11,12,4,0,0,0,0,1.0
278,[C-]#[N+]c1c(C)cccc1C(C)C,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,3.0,3.0,0.0,1.0,11,12,4,0,0,0,0,1.0
279,[C-]#[N+]c1ccccc1C(C)CC,0.0,1.0,0.0,0.0,159.23199462890625,0.3636363744735718,0.9166666865348816,4.0,2.0,0.0,1.0,11,12,4,0,0,0,0,1.0
280,[C-]#[N+]C1=CCC(c2ccccc2)CC1,1.0,1.0,0.0,0.0,183.2539978027344,0.3076923191547394,0.9285714030265808,2.0,1.0,0.0,1.0,13,14,4,1,0,1,0,1.0
281,[C-]#[N+]C12CC3CC(C)(CC(C)(C3)C1)C2,4.0,0.0,0.0,0.0,189.302001953125,0.9230769276618958,0.9285714030265808,2.0,3.0,0.0,1.0,13,14,12,0,0,0,0,1.0
282,[C-]#[N+]CC(=O)N1CCN(CCOC)CC1,1.0,0.0,0.0,1.0,211.26499938964844,0.800000011920929,0.6666666865348816,5.0,2.0,1.0,3.0,10,15,8,0,0,0,1,1.0
283,[C-]#[N+]CC(=O)N1CCN(CCN(C)C)CC1,1.0,0.0,0.0,1.0,224.30799865722656,0.8181818127632141,0.6875,5.0,3.0,2.0,4.0,11,16,9,0,0,0,2,1.0
284,[C-]#[N+]CC(=O)N1CCN(c2ccncc2)CC1,1.0,1.0,0.0,1.0,230.27099609375,0.4166666567325592,0.7058823704719543,5.0,1.0,2.0,4.0,12,17,5,0,0,0,1,1.0
285,[C-]#[N+]CC(=O)N1CCN(c2ccccn2)CC1,1.0,1.0,0.0,1.0,230.27099609375,0.4166666567325592,0.7058823704719543,5.0,1.0,2.0,4.0,12,17,5,0,0,0,1,1.0
286,[C-]#[N+]CC(=O)N1CCC(N2CCCC2)CC1,2.0,0.0,0.0,1.0,221.3040008544922,0.8333333134651184,0.75,5.0,1.0,1.0,3.0,12,16,10,0,0,0,1,1.0
287,[C-]#[N+]c1cc(C(=O)OC)ccc1C(=O)OC,0.0,1.0,2.0,0.0,219.1959991455078,0.1818181872367859,0.6875,4.0,3.0,0.0,1.0,11,16,2,0,0,0,0,1.0
288,[C-]#[N+]CCN1CCN(c2ccccn2)CC1,1.0,1.0,0.0,0.0,216.2879943847656,0.5,0.75,4.0,1.0,3.0,4.0,12,16,6,0,0,0,2,1.0
289,[C-]#[N+]C1(C(=O)OC)Cc2ccc(OC)cc2C1,1.0,1.0,1.0,0.0,231.25100708007812,0.3846153914928436,0.7647058963775635,4.0,3.0,0.0,1.0,13,17,5,0,0,0,0,1.0
290,[C-]#[N+]CC(=O)N1CCN(C2CCCCC2)CC1,2.0,0.0,0.0,1.0,235.33099365234375,0.8461538553237915,0.7647058963775635,5.0,1.0,1.0,3.0,13,17,11,0,0,0,1,1.0
291,[C-]#[N+]C(Cc1ccc(F)cc1)C(=O)OC,0.0,1.0,1.0,0.0,207.20399475097656,0.2727272808551788,0.7333333492279053,6.0,4.0,0.0,1.0,11,15,3,0,0,0,0,3.0
292,[C-]#[N+]C(Cc1ccccc1)C(=O)N1CCOCC1,1.0,1.0,0.0,1.0,244.29400634765625,0.4285714328289032,0.7777777910232544,5.0,3.0,0.0,2.0,14,18,6,0,0,0,0,3.0
293,[C-]#[N+]CCN1CCN(C(=O)c2ccccc2)CC1,1.0,1.0,0.0,1.0,243.30999755859375,0.4285714328289032,0.7777777910232544,4.0,3.0,1.0,3.0,14,18,6,0,0,0,1,1.0
294,[C-]#[N+]CC1CCCN1C(=O)OC(C)(C)C,1.0,0.0,1.0,1.0,210.27699279785156,0.8181818127632141,0.7333333492279053,5.0,4.0,0.0,2.0,11,15,9,0,0,0,0,1.0
295,[C-]#[N+]C(C)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,209.27000427246097,0.3000000119209289,0.7142857313156128,5.0,4.0,0.0,1.0,10,14,3,0,0,0,0,3.0
296,[C-]#[N+]C(CC)S(=O)(=O)c1ccc(C)cc1,0.0,1.0,0.0,0.0,223.2969970703125,0.3636363744735718,0.7333333492279053,5.0,4.0,0.0,1.0,11,15,4,0,0,0,0,3.0
297,[C-]#[N+]C1CCCN(C(=O)OC(C)(C)C)C1,1.0,0.0,1.0,1.0,210.27699279785156,0.8181818127632141,0.7333333492279053,5.0,4.0,0.0,2.0,11,15,9,0,0,0,0,1.0
298,[C-]#[N+]C1(S(=O)(=O)c2ccc(C)cc2)CC1,1.0,1.0,0.0,0.0,221.281005859375,0.3636363744735718,0.7333333492279053,3.0,4.0,0.0,1.0,11,15,4,0,0,0,0,1.0
299,[C-]#[N+]Cc1cc(OC)c(OC)c(OC)c1,0.0,1.0,0.0,0.0,207.22900390625,0.3636363744735718,0.7333333492279053,3.0,4.0,0.0,1.0,11,15,4,0,0,0,0,1.0
300,[C-]#[N+]C(Cc1ccccc1)C(=O)N1CCCC1,1.0,1.0,0.0,1.0,228.2949981689453,0.4285714328289032,0.8235294222831726,5.0,3.0,0.0,2.0,14,17,6,0,0,0,0,3.0
301,[C-]#[N+]Cc1c(OC)cc(OC)cc1OC,0.0,1.0,0.0,0.0,207.22900390625,0.3636363744735718,0.7333333492279053,3.0,4.0,0.0,1.0,11,15,4,0,0,0,0,1.0
